name_admin_unit,part_of_district,admin_unit,vars,age_bracket,all_sexes_overall,female_overall,male_overall,tgend_overall,all_sexes_rural,female_rural,male_rural,tgend_rural,all_sexes_urban,female_urban,male_urban,tgend_urban
AWARAN,AWARAN,DISTRICT,Literate %,15 - 49,36.38,26.31,46.17,26.67,33.46,23.03,43.68,16.67,44.21,35.23,52.76,66.67
AWARAN,AWARAN,DISTRICT,Literate %,25 - 40,34.02,22.64,45.44,11.11,31.37,19.76,42.93,11.11,41.3,30.43,52.39,
AWARAN,AWARAN,DISTRICT,Literate %,41 - 60,23.44,9.99,35.77,,21.23,9.32,32.07,,29.85,11.91,46.63,
AWARAN,AWARAN,DISTRICT,Literate %,5,,,,,,,,,,,,
AWARAN,AWARAN,DISTRICT,Literate %,5 - 16,36.41,34.89,37.85,75,32.85,31.09,34.53,100,47,46.21,47.74,66.67
AWARAN,AWARAN,DISTRICT,Literate %,6 - 10,34.16,34.55,33.79,,30.61,31.13,30.1,,45.29,45.49,45.1,
AWARAN,AWARAN,DISTRICT,Literate %,>18,31.01,20.29,41.17,9.09,28.46,17.87,38.54,10,37.95,26.93,48.28,
AWARAN,AWARAN,DISTRICT,Literate %,>60,14.19,6.53,19.98,,13.48,7.05,18.26,,16.07,5.2,24.62,
AWARAN,AWARAN,DISTRICT,Never to School (all),11 - 13,7782,3936,3846,,6481,3257,3224,,1301,679,622,
AWARAN,AWARAN,DISTRICT,Never to School (all),14 - 15,4999,2574,2424,1,3944,2030,1914,,1055,544,510,1
AWARAN,AWARAN,DISTRICT,Never to School (all),15 - 24,19734,10564,9168,2,15282,8344,6937,1,4452,2220,2231,1
AWARAN,AWARAN,DISTRICT,Never to School (all),15 - 49,52527,29485,23030,12,40523,22690,17822,11,12004,6795,5208,1
AWARAN,AWARAN,DISTRICT,Never to School (all),25 - 40,23902,13762,10131,9,18437,10509,7919,9,5465,3253,2212,
AWARAN,AWARAN,DISTRICT,Never to School (all),41 - 60,16354,9072,7281,1,12563,6769,5793,1,3791,2303,1488,
AWARAN,AWARAN,DISTRICT,Never to School (all),5,3645,1801,1844,,2775,1405,1370,,870,396,474,
AWARAN,AWARAN,DISTRICT,Never to School (all),5 - 16,30940,15546,15393,1,24400,12449,11951,,6540,3097,3442,1
AWARAN,AWARAN,DISTRICT,Never to School (all),6 - 10,12311,6110,6201,,9430,4844,4586,,2881,1266,1615,
AWARAN,AWARAN,DISTRICT,Never to School (all),>18,56586,31307,25268,11,43358,23779,19569,10,13228,7528,5699,1
AWARAN,AWARAN,DISTRICT,Never to School (all),>60,5513,2552,2961,,4060,1830,2230,,1453,722,731,
AWARAN,AWARAN,DISTRICT,Population,11 - 13,14737,7095,7642,,11007,5265,5742,,3730,1830,1900,
AWARAN,AWARAN,DISTRICT,Population,14 - 15,8827,4321,4504,2,6413,3107,3306,,2414,1214,1198,2
AWARAN,AWARAN,DISTRICT,Population,15 - 24,31362,15256,16101,5,22649,11163,11484,2,8713,4093,4617,3
AWARAN,AWARAN,DISTRICT,Population,15 - 49,75924,37416,38493,15,55324,27364,27948,12,20600,10052,10545,3
AWARAN,AWARAN,DISTRICT,Population,25 - 40,33213,16618,16586,9,24338,12135,12194,9,8875,4483,4392,
AWARAN,AWARAN,DISTRICT,Population,41 - 60,20011,9569,10441,1,14868,7083,7784,1,5143,2486,2657,
AWARAN,AWARAN,DISTRICT,Population,5,6445,3185,3260,,4768,2357,2411,,1677,828,849,
AWARAN,AWARAN,DISTRICT,Population,5 - 16,64747,31602,33141,4,48465,23658,24806,1,16282,7944,8335,3
AWARAN,AWARAN,DISTRICT,Population,6 - 10,31018,15228,15790,,23515,11603,11912,,7503,3625,3878,
AWARAN,AWARAN,DISTRICT,Population,>18,75654,36784,38859,11,55339,26959,28370,10,20315,9825,10489,1
AWARAN,AWARAN,DISTRICT,Population,>60,6053,2604,3449,,4392,1873,2519,,1661,731,930,
AWARAN,AWARAN,DISTRICT,Primary Completed,11 - 13,1461,688,773,,1001,448,553,,460,240,220,
AWARAN,AWARAN,DISTRICT,Primary Completed,14 - 15,490,242,248,,374,183,191,,116,59,57,
AWARAN,AWARAN,DISTRICT,Primary Completed,15 - 24,926,422,504,,681,306,375,,245,116,129,
AWARAN,AWARAN,DISTRICT,Primary Completed,15 - 49,1846,779,1067,,1345,512,833,,501,267,234,
AWARAN,AWARAN,DISTRICT,Primary Completed,25 - 40,742,305,437,,540,174,366,,202,131,71,
AWARAN,AWARAN,DISTRICT,Primary Completed,41 - 60,301,71,230,,215,47,168,,86,24,62,
AWARAN,AWARAN,DISTRICT,Primary Completed,5,,,,,,,,,,,,
AWARAN,AWARAN,DISTRICT,Primary Completed,5 - 16,2935,1345,1590,,2004,892,1112,,931,453,478,
AWARAN,AWARAN,DISTRICT,Primary Completed,6 - 10,843,361,482,,520,217,303,,323,144,179,
AWARAN,AWARAN,DISTRICT,Primary Completed,>18,1490,550,940,,1071,336,735,,419,214,205,
AWARAN,AWARAN,DISTRICT,Primary Completed,>60,70,8,62,,52,7,45,,18,1,17,
BARKHAN,BARKHAN,DISTRICT,Enrolment Graduation ab,11 - 13,,,,,,,,,,,,
BARKHAN,BARKHAN,DISTRICT,Enrolment Graduation ab,14 - 15,,,,,,,,,,,,
BARKHAN,BARKHAN,DISTRICT,Enrolment Graduation ab,15 - 24,1275,361,913,1,1015,241,773,1,260,120,140,
BARKHAN,BARKHAN,DISTRICT,Enrolment Graduation ab,15 - 49,1630,457,1172,1,1315,316,998,1,315,141,174,
BARKHAN,BARKHAN,DISTRICT,Enrolment Graduation ab,25 - 40,314,91,223,,264,72,192,,50,19,31,
