name_admin_unit,part_of_district,admin_unit,sex___age_group__in_years_,all_sexes_overall,male_overall,female_overall,transgender_overall,all_sexes_rural,male_rural,female_rural,transgender_rural,all_sexes_urban,male_urban,female_urban,transgender_urban
HYDERABAD,HYDERABAD,DISTRICT,18 &  ABOVE,1371380,721939,649295,146,210355,109202,101151,2,1161025,612737,548144,144
HYDERABAD,HYDERABAD,DISTRICT,60 &  ABOVE,124786,66886,57886,14,17497,9026,8470,1,107289,57860,49416,13
HYDERABAD,HYDERABAD,DISTRICT,65 &  ABOVE,75502,39763,35734,5,11016,5692,5324,,64486,34071,30410,5
JACOBABAD,JACOBABAD,DISTRICT,ALL AGES,1174097,595787,578201,109,812180,411783,400369,28,361917,184004,177832,81
JACOBABAD,JACOBABAD,DISTRICT,UNDER 1,30641,15487,15154,,19832,9893,9939,,10809,5594,5215,
JACOBABAD,JACOBABAD,DISTRICT,UNDER 5,242779,123288,119491,,168467,84290,84177,,74312,38998,35314,
JACOBABAD,JACOBABAD,DISTRICT,UNDER 10,446843,226973,219870,,316773,159989,156784,,130070,66984,63086,
JACOBABAD,JACOBABAD,DISTRICT,UNDER 15,603761,307185,296570,6,427795,217312,210481,2,175966,89873,86089,4
JACOBABAD,JACOBABAD,DISTRICT,05 - 24,568524,288894,279584,46,400248,204638,195599,11,168276,84256,83985,35
JACOBABAD,JACOBABAD,DISTRICT,15 - 49,478178,241415,236668,95,321876,162543,159311,22,156302,78872,77357,73
JACOBABAD,JACOBABAD,DISTRICT,15 - 64,546519,276716,269701,102,367732,186052,181655,25,178787,90664,88046,77
JACOBABAD,JACOBABAD,DISTRICT,18 - 60,455934,229265,226580,89,306402,153520,152860,22,149532,75745,73720,67
JACOBABAD,JACOBABAD,DISTRICT,18 &  ABOVE,491573,247129,244354,90,331065,165927,165115,23,160508,81202,79239,67
JACOBABAD,JACOBABAD,DISTRICT,60 &  ABOVE,39649,20036,19612,1,27491,13950,13540,1,12158,6086,6072,
JACOBABAD,JACOBABAD,DISTRICT,65 &  ABOVE,23817,11886,11930,1,16653,8419,8233,1,7164,3467,3697,
JAMSHORO,JAMSHORO,DISTRICT,ALL AGES,1117216,577992,539157,67,595470,309612,285849,9,521746,268380,253308,58
JAMSHORO,JAMSHORO,DISTRICT,UNDER 1,18177,9306,8871,,9117,4731,4386,,9060,4575,4485,
JAMSHORO,JAMSHORO,DISTRICT,UNDER 5,169611,86271,83340,,97175,49585,47590,,72436,36686,35750,
JAMSHORO,JAMSHORO,DISTRICT,UNDER 10,331559,169326,162233,,187823,96635,91188,,143736,72691,71045,
JAMSHORO,JAMSHORO,DISTRICT,UNDER 15,465657,238783,226872,2,260990,135152,125836,2,204667,103631,101036,
JAMSHORO,JAMSHORO,DISTRICT,05 - 24,506309,260537,245750,22,270790,141155,129629,6,235519,119382,116121,16
JAMSHORO,JAMSHORO,DISTRICT,15 - 49,535687,276234,259394,59,273473,141215,132252,6,262214,135019,127142,53
JAMSHORO,JAMSHORO,DISTRICT,15 - 64,619592,322384,297144,64,316616,164936,151673,7,302976,157448,145471,57
JAMSHORO,JAMSHORO,DISTRICT,18 - 60,535043,277782,257205,56,272650,141487,131158,5,262393,136295,126047,51
JAMSHORO,JAMSHORO,DISTRICT,18 &  ABOVE,581255,302285,278913,57,297771,154893,142873,5,283484,147392,136040,52
JAMSHORO,JAMSHORO,DISTRICT,60 &  ABOVE,51063,27248,23813,2,27776,14909,12867,,23287,12339,10946,2
JAMSHORO,JAMSHORO,DISTRICT,65 &  ABOVE,31967,16825,15141,1,17864,9524,8340,,14103,7301,6801,1
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,ALL AGES,1514869,791116,723710,43,1093004,571677,521312,15,421865,219439,202398,28
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,UNDER 1,32561,17197,15364,,22936,12044,10892,,9625,5153,4472,
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,UNDER 5,276203,144102,132101,,203983,106181,97802,,72220,37921,34299,
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,UNDER 10,527655,277527,250128,,389672,205095,184577,,137983,72432,65551,
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,UNDER 15,714912,377765,337139,8,526399,278576,247817,6,188513,99189,89322,2
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,05 - 24,724228,383330,340877,21,525545,279143,246392,10,198683,104187,94485,11
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,15 - 49,658038,339799,318208,31,465554,240527,225019,8,192484,99272,93189,23
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,15 - 64,757146,391169,365942,35,535857,276919,258929,9,221289,114250,107013,26
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,18 - 60,641325,329268,312027,30,453722,232804,220911,7,187603,96464,91116,23
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,18 &  ABOVE,702836,360825,341981,30,497670,255592,242071,7,205166,105233,99910,23
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,60 &  ABOVE,67643,34837,32805,1,48261,25128,23132,1,19382,9709,9673,
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,65 &  ABOVE,42811,22182,20629,,30748,16182,14566,,12063,6000,6063,
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,ALL AGES,3820388,2018186,1801639,563,,,,,3820388,2018186,1801639,563
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,UNDER 1,71196,36668,34528,,,,,,71196,36668,34528,
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,UNDER 5,486314,254529,231785,,,,,,486314,254529,231785,
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,UNDER 10,898383,469977,428406,,,,,,898383,469977,428406,
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,UNDER 15,1312425,690993,621418,14,,,,,1312425,690993,621418,14
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,05 - 24,1518766,802303,716318,145,,,,,1518766,802303,716318,145
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,15 - 49,1968916,1030965,937488,463,,,,,1968916,1030965,937488,463
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,15 - 64,2353862,1243376,1109948,538,,,,,2353862,1243376,1109948,538
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,18 - 60,2048703,1078191,970026,486,,,,,2048703,1078191,970026,486
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,18 &  ABOVE,2275069,1201693,1072873,503,,,,,2275069,1201693,1072873,503
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,60 &  ABOVE,251714,137935,113760,19,,,,,251714,137935,113760,19
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,65 &  ABOVE,154101,83817,70273,11,,,,,154101,83817,70273,11
KARACHI EAST,KARACHI EAST,DISTRICT,ALL AGES,3913656,2080839,1832391,426,,,,,3913656,2080839,1832391,426
KARACHI EAST,KARACHI EAST,DISTRICT,UNDER 1,63562,33492,30070,,,,,,63562,33492,30070,
KARACHI EAST,KARACHI EAST,DISTRICT,UNDER 5,495370,260646,234724,,,,,,495370,260646,234724,
KARACHI EAST,KARACHI EAST,DISTRICT,UNDER 10,933514,490148,443366,,,,,,933514,490148,443366,
KARACHI EAST,KARACHI EAST,DISTRICT,UNDER 15,1370325,724574,645735,16,,,,,1370325,724574,645735,16
KARACHI EAST,KARACHI EAST,DISTRICT,05 - 24,1610361,862459,747755,147,,,,,1610361,862459,747755,147
KARACHI EAST,KARACHI EAST,DISTRICT,15 - 49,2005044,1061336,943331,377,,,,,2005044,1061336,943331,377
KARACHI EAST,KARACHI EAST,DISTRICT,15 - 64,2380846,1266253,1114187,406,,,,,2380846,1266253,1114187,406
KARACHI EAST,KARACHI EAST,DISTRICT,18 - 60,2053667,1085282,968011,374,,,,,2053667,1085282,968011,374
KARACHI EAST,KARACHI EAST,DISTRICT,18 &  ABOVE,2289354,1215106,1073868,380,,,,,2289354,1215106,1073868,380
KARACHI EAST,KARACHI EAST,DISTRICT,60 &  ABOVE,260303,143842,116453,8,,,,,260303,143842,116453,8
KARACHI EAST,KARACHI EAST,DISTRICT,65 &  ABOVE,162485,90012,72469,4,,,,,162485,90012,72469,4
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,ALL AGES,2329764,1240860,1088520,384,,,,,2329764,1240860,1088520,384
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,UNDER 1,35104,18134,16970,,,,,,35104,18134,16970,
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,UNDER 5,239092,124089,115003,,,,,,239092,124089,115003,
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,UNDER 10,487047,253164,233883,,,,,,487047,253164,233883,
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,UNDER 15,740280,387592,352686,2,,,,,740280,387592,352686,2
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,05 - 24,933688,494766,438851,71,,,,,933688,494766,438851,71
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,15 - 49,1237956,655978,581644,334,,,,,1237956,655978,581644,334
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,15 - 64,1484056,794845,688843,368,,,,,1484056,794845,688843,368
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,18 - 60,1293621,691591,601676,354,,,,,1293621,691591,601676,354
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,18 &  ABOVE,1443738,774944,668425,369,,,,,1443738,774944,668425,369
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,60 &  ABOVE,166696,92899,73778,19,,,,,166696,92899,73778,19
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,65 &  ABOVE,105428,58423,46991,14,,,,,105428,58423,46991,14
KARACHI WEST,KARACHI WEST,DISTRICT,ALL AGES,2679380,1415430,1263753,197,248952,132585,116360,7,2430428,1282845,1147393,190
KARACHI WEST,KARACHI WEST,DISTRICT,UNDER 1,48908,25316,23592,,3768,1927,1841,,45140,23389,21751,
KARACHI WEST,KARACHI WEST,DISTRICT,UNDER 5,334421,173351,161070,,28831,15020,13811,,305590,158331,147259,
KARACHI WEST,KARACHI WEST,DISTRICT,UNDER 10,673559,348819,324740,,62753,32696,30057,,610806,316123,294683,
KARACHI WEST,KARACHI WEST,DISTRICT,UNDER 15,990900,516232,474663,5,94351,49468,44882,1,896549,466764,429781,4
KARACHI WEST,KARACHI WEST,DISTRICT,05 - 24,1167133,610096,556990,47,114676,60684,53988,4,1052457,549412,503002,43
KARACHI WEST,KARACHI WEST,DISTRICT,15 - 49,1382000,724849,656986,165,128197,67602,60589,6,1253803,657247,596397,159
KARACHI WEST,KARACHI WEST,DISTRICT,15 - 64,1609107,853550,755369,188,147883,78996,68881,6,1461224,774554,686488,182
KARACHI WEST,KARACHI WEST,DISTRICT,18 - 60,1402706,742918,659610,178,128147,68309,59835,3,1274559,674609,599775,175
KARACHI WEST,KARACHI WEST,DISTRICT,18 &  ABOVE,1521023,810533,710308,182,138029,74302,63724,3,1382994,736231,646584,179
KARACHI WEST,KARACHI WEST,DISTRICT,60 &  ABOVE,132505,76007,56491,7,11195,6778,4417,,121310,69229,52074,7
KARACHI WEST,KARACHI WEST,DISTRICT,65 &  ABOVE,79373,45648,33721,4,6718,4121,2597,,72655,41527,31124,4
KASHMORE,KASHMORE,DISTRICT,ALL AGES,1233957,628265,605646,46,962174,492640,469512,22,271783,135625,136134,24
KASHMORE,KASHMORE,DISTRICT,UNDER 1,28329,14333,13996,,22292,11283,11009,,6037,3050,2987,
KASHMORE,KASHMORE,DISTRICT,UNDER 5,259213,131475,127738,,208468,106069,102399,,50745,25406,25339,
KASHMORE,KASHMORE,DISTRICT,UNDER 10,485925,246909,239016,,390980,199841,191139,,94945,47068,47877,
KASHMORE,KASHMORE,DISTRICT,UNDER 15,644781,328619,316161,1,515701,264891,250809,1,129080,63728,65352,
KASHMORE,KASHMORE,DISTRICT,05 - 24,594709,303663,291030,16,465228,240433,224782,13,129481,63230,66248,3
KASHMORE,KASHMORE,DISTRICT,15 - 49,488431,246662,241729,40,369802,187265,182520,17,118629,59397,59209,23
KASHMORE,KASHMORE,DISTRICT,15 - 64,560899,284494,276361,44,424444,215683,208741,20,136455,68811,67620,24
KASHMORE,KASHMORE,DISTRICT,18 - 60,475959,239267,236654,38,360314,180627,179673,14,115645,58640,56981,24
KASHMORE,KASHMORE,DISTRICT,18 &  ABOVE,517396,261217,256139,40,392441,197955,194470,16,124955,63262,61669,24
KASHMORE,KASHMORE,DISTRICT,60 &  ABOVE,45915,24417,21496,2,35611,19240,16369,2,10304,5177,5127,
KASHMORE,KASHMORE,DISTRICT,65 &  ABOVE,28277,15152,13124,1,22029,12066,9962,1,6248,3086,3162,
KEAMARI,KEAMARI,DISTRICT,ALL AGES,2066574,1099725,966637,212,,,,,2066574,1099725,966637,212
KEAMARI,KEAMARI,DISTRICT,UNDER 1,40358,20699,19659,,,,,,40358,20699,19659,
KEAMARI,KEAMARI,DISTRICT,UNDER 5,283010,147037,135973,,,,,,283010,147037,135973,
KEAMARI,KEAMARI,DISTRICT,UNDER 10,545382,282306,263076,,,,,,545382,282306,263076,
KEAMARI,KEAMARI,DISTRICT,UNDER 15,794893,414559,380324,10,,,,,794893,414559,380324,10
KEAMARI,KEAMARI,DISTRICT,05 - 24,923238,485927,437252,59,,,,,923238,485927,437252,59
KEAMARI,KEAMARI,DISTRICT,15 - 49,1061681,565431,496082,168,,,,,1061681,565431,496082,168
KEAMARI,KEAMARI,DISTRICT,15 - 64,1215407,652933,562277,197,,,,,1215407,652933,562277,197
KEAMARI,KEAMARI,DISTRICT,18 - 60,1054869,566217,488466,186,,,,,1054869,566217,488466,186
KEAMARI,KEAMARI,DISTRICT,18 &  ABOVE,1135893,612558,523140,195,,,,,1135893,612558,523140,195
KEAMARI,KEAMARI,DISTRICT,60 &  ABOVE,91993,52650,39329,14,,,,,91993,52650,39329,14
KEAMARI,KEAMARI,DISTRICT,65 &  ABOVE,56274,32233,24036,5,,,,,56274,32233,24036,5
KHAIRPUR,KHAIRPUR,DISTRICT,ALL AGES,2597448,1315884,1281426,138,1753186,889034,864109,43,844262,426850,417317,95
KHAIRPUR,KHAIRPUR,DISTRICT,UNDER 1,62508,32015,30493,,44347,22722,21625,,18161,9293,8868,
KHAIRPUR,KHAIRPUR,DISTRICT,UNDER 5,473189,238823,234366,,332847,168033,164814,,140342,70790,69552,
KHAIRPUR,KHAIRPUR,DISTRICT,UNDER 10,891260,450258,441002,,625879,316853,309026,,265381,133405,131976,
KHAIRPUR,KHAIRPUR,DISTRICT,UNDER 15,1191768,602757,589001,10,829629,420804,408817,8,362139,181953,180184,2
KHAIRPUR,KHAIRPUR,DISTRICT,05 - 24,1194300,604852,589390,58,811923,412515,399383,25,382377,192337,190007,33
KHAIRPUR,KHAIRPUR,DISTRICT,15 - 49,1155047,583032,571902,113,758736,382927,375778,31,396311,200105,196124,82
KHAIRPUR,KHAIRPUR,DISTRICT,15 - 64,1335662,678959,656576,127,876413,445099,431279,35,459249,233860,225297,92
KHAIRPUR,KHAIRPUR,DISTRICT,18 - 60,1146754,580720,565923,111,751620,380244,371350,26,395134,200476,194573,85
KHAIRPUR,KHAIRPUR,DISTRICT,18 &  ABOVE,1246330,630329,615888,113,817832,413207,404599,26,428498,217122,211289,87
KHAIRPUR,KHAIRPUR,DISTRICT,60 &  ABOVE,109680,54967,54710,3,72905,36519,36386,,36775,18448,18324,3
KHAIRPUR,KHAIRPUR,DISTRICT,65 &  ABOVE,70018,34168,35849,1,47144,23131,24013,,22874,11037,11836,1
KORANGI,KORANGI,DISTRICT,ALL AGES,3127976,1649694,1477616,666,,,,,3127976,1649694,1477616,666
KORANGI,KORANGI,DISTRICT,UNDER 1,64769,32998,31771,,,,,,64769,32998,31771,
KORANGI,KORANGI,DISTRICT,UNDER 5,433482,224767,208715,,,,,,433482,224767,208715,
KORANGI,KORANGI,DISTRICT,UNDER 10,815776,421250,394526,,,,,,815776,421250,394526,
KORANGI,KORANGI,DISTRICT,UNDER 15,1195215,621270,573920,25,,,,,1195215,621270,573920,25
KORANGI,KORANGI,DISTRICT,05 - 24,1343393,706501,636685,207,,,,,1343393,706501,636685,207
KORANGI,KORANGI,DISTRICT,15 - 49,1570568,827520,742464,584,,,,,1570568,827520,742464,584
KORANGI,KORANGI,DISTRICT,15 - 64,1836315,975193,860488,634,,,,,1836315,975193,860488,634
KORANGI,KORANGI,DISTRICT,18 - 60,1570075,828121,741385,569,,,,,1570075,828121,741385,569
KORANGI,KORANGI,DISTRICT,18 &  ABOVE,1715211,908415,806214,582,,,,,1715211,908415,806214,582
KORANGI,KORANGI,DISTRICT,60 &  ABOVE,161731,89872,71841,18,,,,,161731,89872,71841,18
KORANGI,KORANGI,DISTRICT,65 &  ABOVE,96446,53231,43208,7,,,,,96446,53231,43208,7
LARKANA,LARKANA,DISTRICT,ALL AGES,1784453,932604,851732,117,986302,514138,472135,29,798151,418466,379597,88
LARKANA,LARKANA,DISTRICT,UNDER 1,33171,17382,15789,,20093,10483,9610,,13078,6899,6179,
LARKANA,LARKANA,DISTRICT,UNDER 5,298961,156335,142626,,173181,89637,83544,,125780,66698,59082,
LARKANA,LARKANA,DISTRICT,UNDER 10,569447,299115,270332,,332704,173883,158821,,236743,125232,111511,
LARKANA,LARKANA,DISTRICT,UNDER 15,783893,413740,370149,4,453794,238813,214980,1,330099,174927,155169,3
LARKANA,LARKANA,DISTRICT,05 - 24,835501,441075,394385,41,471768,249469,222290,9,363733,191606,172095,32
LARKANA,LARKANA,DISTRICT,15 - 49,829865,428942,400815,108,440450,227299,213125,26,389415,201643,187690,82
LARKANA,LARKANA,DISTRICT,15 - 64,954883,495393,459378,112,506925,262180,244717,28,447958,233213,214661,84
LARKANA,LARKANA,DISTRICT,18 - 60,812773,419041,393630,102,428222,220122,208077,23,384551,198919,185553,79
LARKANA,LARKANA,DISTRICT,18 &  ABOVE,879670,453747,425820,103,465174,239142,226009,23,414496,214605,199811,80
LARKANA,LARKANA,DISTRICT,60 &  ABOVE,74874,39047,35825,2,41151,21301,19850,,33723,17746,15975,2
LARKANA,LARKANA,DISTRICT,65 &  ABOVE,45677,23471,22205,1,25583,13145,12438,,20094,10326,9767,1
MALIR,MALIR,DISTRICT,ALL AGES,2419736,1282604,1136907,225,1264678,673564,591000,114,1155058,609040,545907,111
MALIR,MALIR,DISTRICT,UNDER 1,44726,22759,21967,,22743,11709,11034,,21983,11050,10933,
MALIR,MALIR,DISTRICT,UNDER 5,309922,158882,151040,,167170,86469,80701,,142752,72413,70339,
MALIR,MALIR,DISTRICT,UNDER 10,624172,320681,303491,,336580,174257,162323,,287592,146424,141168,
MALIR,MALIR,DISTRICT,UNDER 15,906584,467188,439385,11,484039,251173,232863,3,422545,216015,206522,8
MALIR,MALIR,DISTRICT,05 - 24,1058460,549200,509200,60,559576,291967,267584,25,498884,257233,241616,35
MALIR,MALIR,DISTRICT,15 - 49,1254694,669245,585259,190,651367,349208,302057,102,603327,320037,283202,88
MALIR,MALIR,DISTRICT,15 - 64,1445352,776478,668663,211,747423,403328,343986,109,697929,373150,324677,102
MALIR,MALIR,DISTRICT,18 - 60,1262438,678545,583697,196,652997,352025,300870,102,609441,326520,282827,94
MALIR,MALIR,DISTRICT,18 &  ABOVE,1363598,736521,626875,202,702820,380741,321974,105,660778,355780,304901,97
MALIR,MALIR,DISTRICT,60 &  ABOVE,113517,65123,48387,7,55905,32250,23652,3,57612,32873,24735,4
MALIR,MALIR,DISTRICT,65 &  ABOVE,67800,38938,28859,3,33216,19063,14151,2,34584,19875,14708,1
MATIARI,MATIARI,DISTRICT,ALL AGES,849351,430080,419246,25,646688,327865,318814,9,202663,102215,100432,16
MATIARI,MATIARI,DISTRICT,UNDER 1,20144,10082,10062,,14205,7089,7116,,5939,2993,2946,
MATIARI,MATIARI,DISTRICT,UNDER 5,141726,71504,70222,,109370,55307,54063,,32356,16197,16159,
MATIARI,MATIARI,DISTRICT,UNDER 10,266740,134620,132120,,207477,105008,102469,,59263,29612,29651,
MATIARI,MATIARI,DISTRICT,UNDER 15,364458,184160,180296,2,282413,143110,139301,2,82045,41050,40995,
MATIARI,MATIARI,DISTRICT,05 - 24,376517,190279,186231,7,289571,146779,142788,4,86946,43500,43443,3
MATIARI,MATIARI,DISTRICT,15 - 49,398959,201146,197795,18,300300,151510,148784,6,98659,49636,49011,12
MATIARI,MATIARI,DISTRICT,15 - 64,461165,234128,227017,20,346496,175948,170541,7,114669,58180,56476,13
MATIARI,MATIARI,DISTRICT,18 - 60,398113,201654,196443,16,298884,151435,147443,6,99229,50219,49000,10
MATIARI,MATIARI,DISTRICT,18 &  ABOVE,432262,218618,213625,19,324220,163944,160270,6,108042,54674,53355,13
MATIARI,MATIARI,DISTRICT,60 &  ABOVE,37385,18793,18589,3,27741,13864,13877,,9644,4929,4712,3
MATIARI,MATIARI,DISTRICT,65 &  ABOVE,23728,11792,11933,3,17779,8807,8972,,5949,2985,2961,3
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,ALL AGES,1680980,881863,799038,79,1189032,623895,565117,20,491948,257968,233921,59
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,UNDER 1,40969,21512,19457,,29274,15320,13954,,11695,6192,5503,
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,UNDER 5,285812,151378,134434,,210245,111270,98975,,75567,40108,35459,
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,UNDER 10,537553,283424,254129,,400707,211659,189048,,136846,71765,65081,
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,UNDER 15,740352,393053,347296,3,548950,291718,257229,3,191402,101335,90067,
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,05 - 24,751289,398904,352369,16,546610,291028,255575,7,204679,107876,96794,9
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,15 - 49,769548,399772,369721,55,528876,274689,254176,11,240672,125083,115545,44
