name_admin_unit,part_of_district,admin_unit,sex___age_group__in_years_,all_sexes_overall,male_overall,female_overall,transgender_overall,all_sexes_rural,male_rural,female_rural,transgender_rural,all_sexes_urban,male_urban,female_urban,transgender_urban
RAWALPINDI,RAWALPINDI,DISTRICT,05 - 24,2402521,1205837,1196404,280,737240,361592,375639,9,1665281,844245,820765,271
RAWALPINDI,RAWALPINDI,DISTRICT,15 - 49,3155573,1594656,1559679,1238,964074,468354,495690,30,2191499,1126302,1063989,1208
RAWALPINDI,RAWALPINDI,DISTRICT,15 - 64,3758078,1915938,1840828,1312,1168594,572163,596396,35,2589484,1343775,1244432,1277
RAWALPINDI,RAWALPINDI,DISTRICT,18 - 60,3277665,1668399,1607984,1282,1014446,495030,519384,32,2263219,1173369,1088600,1250
RAWALPINDI,RAWALPINDI,DISTRICT,18 &  ABOVE,3683757,1890616,1791838,1303,1174248,578190,596022,36,2509509,1312426,1195816,1267
RAWALPINDI,RAWALPINDI,DISTRICT,60 &  ABOVE,444786,242386,202370,30,173222,89948,83270,4,271564,152438,119100,26
RAWALPINDI,RAWALPINDI,DISTRICT,65 &  ABOVE,281783,153724,128040,19,115284,59650,55630,4,166499,94074,72410,15
SAHIWAL,SAHIWAL,DISTRICT,ALL AGES,2878122,1458981,1418988,153,2124128,1077060,1046981,87,753994,381921,372007,66
SAHIWAL,SAHIWAL,DISTRICT,UNDER 1,76287,39199,37088,,57884,29935,27949,,18403,9264,9139,
SAHIWAL,SAHIWAL,DISTRICT,UNDER 5,423460,213805,209655,,319596,161542,158054,,103864,52263,51601,
SAHIWAL,SAHIWAL,DISTRICT,UNDER 10,772183,389221,382962,,583848,294971,288877,,188335,94250,94085,
SAHIWAL,SAHIWAL,DISTRICT,UNDER 15,1095044,552226,542809,9,821692,414752,406934,6,273352,137474,135875,3
SAHIWAL,SAHIWAL,DISTRICT,05 - 24,1177306,592907,584357,42,871657,438969,432661,27,305649,153938,151696,15
SAHIWAL,SAHIWAL,DISTRICT,15 - 49,1388059,695369,692573,117,1008770,505454,503253,63,379289,189915,189320,54
SAHIWAL,SAHIWAL,DISTRICT,15 - 64,1660566,839776,820653,137,1208412,610975,597362,75,452154,228801,223291,62
SAHIWAL,SAHIWAL,DISTRICT,18 - 60,1435549,723415,712006,128,1043256,525897,517293,66,392293,197518,194713,62
SAHIWAL,SAHIWAL,DISTRICT,18 &  ABOVE,1615324,821275,793913,136,1179885,600064,579748,73,435439,221211,214165,63
SAHIWAL,SAHIWAL,DISTRICT,60 &  ABOVE,195906,106546,89349,11,148532,80600,67923,9,47374,25946,21426,2
SAHIWAL,SAHIWAL,DISTRICT,65 &  ABOVE,122512,66979,55526,7,94024,51333,42685,6,28488,15646,12841,1
SARGODHA,SARGODHA,DISTRICT,ALL AGES,4327263,2190707,2136175,381,2722559,1378026,1344409,124,1604704,812681,791766,257
SARGODHA,SARGODHA,DISTRICT,UNDER 1,98484,49910,48574,,65880,33721,32159,,32604,16189,16415,
SARGODHA,SARGODHA,DISTRICT,UNDER 5,592348,297927,294421,,385381,194567,190814,,206967,103360,103607,
SARGODHA,SARGODHA,DISTRICT,UNDER 10,1089643,547438,542205,,706438,355595,350843,,383205,191843,191362,
SARGODHA,SARGODHA,DISTRICT,UNDER 15,1577387,792941,784440,6,1012129,508698,503426,5,565258,284243,281014,1
SARGODHA,SARGODHA,DISTRICT,05 - 24,1787958,897891,889943,124,1121169,561955,559168,46,666789,335936,330775,78
SARGODHA,SARGODHA,DISTRICT,15 - 49,2136588,1066000,1070251,337,1316276,656378,659788,110,820312,409622,410463,227
SARGODHA,SARGODHA,DISTRICT,15 - 64,2550022,1286693,1262962,367,1576368,794900,781350,118,973654,491793,481612,249
SARGODHA,SARGODHA,DISTRICT,18 - 60,2202854,1106610,1095899,345,1358975,682623,676242,110,843879,423987,419657,235
SARGODHA,SARGODHA,DISTRICT,18 &  ABOVE,2485801,1263840,1221604,357,1545408,785950,759346,112,940393,477890,462258,245
SARGODHA,SARGODHA,DISTRICT,60 &  ABOVE,310545,171843,138684,18,203871,112573,91292,6,106674,59270,47392,12
SARGODHA,SARGODHA,DISTRICT,65 &  ABOVE,199854,111073,88773,8,134062,74428,59633,1,65792,36645,29140,7
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,ALL AGES,4049377,2079359,1969412,606,2498625,1286433,1211837,355,1550752,792926,757575,251
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,UNDER 1,94139,47243,46896,,59886,30217,29669,,34253,17026,17227,
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,UNDER 5,603772,305007,298765,,377892,190710,187182,,225880,114297,111583,
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,UNDER 10,1087191,548078,539113,,683023,344203,338820,,404168,203875,200293,
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,UNDER 15,1558354,786110,772208,36,975037,490789,484225,23,583317,295321,287983,13
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,05 - 24,1732576,874640,857659,277,1078543,544505,533842,196,654033,330135,323817,81
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,15 - 49,2018767,1028119,990113,535,1233643,632322,601006,315,785124,395797,389107,220
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,15 - 64,2355333,1213509,1141261,563,1437979,745303,692347,329,917354,468206,448914,234
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,18 - 60,2040427,1050735,989232,460,1243873,645268,598351,254,796554,405467,390881,206
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,18 &  ABOVE,2238363,1165876,1072018,469,1367231,717177,649796,258,871132,448699,422222,211
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,60 &  ABOVE,223387,129030,94343,14,138937,80444,58488,5,84450,48586,35855,9
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,65 &  ABOVE,135690,79740,55943,7,85609,50341,35265,3,50081,29399,20678,4
SIALKOT,SIALKOT,DISTRICT,ALL AGES,4472462,2265012,2206591,859,3017087,1519345,1497543,199,1455375,745667,709048,660
SIALKOT,SIALKOT,DISTRICT,UNDER 1,95350,49376,45974,,66673,34400,32273,,28677,14976,13701,
SIALKOT,SIALKOT,DISTRICT,UNDER 5,606524,314078,292446,,417596,215873,201723,,188928,98205,90723,
SIALKOT,SIALKOT,DISTRICT,UNDER 10,1116259,574768,541491,,767921,394480,373441,,348338,180288,168050,
SIALKOT,SIALKOT,DISTRICT,UNDER 15,1632098,843903,787798,397,1119387,577462,541922,3,512711,266441,245876,394
SIALKOT,SIALKOT,DISTRICT,05 - 24,1896348,969058,926773,517,1294419,658094,636269,56,601929,310964,290504,461
SIALKOT,SIALKOT,DISTRICT,15 - 49,2236469,1096520,1139543,406,1493025,725121,767732,172,743444,371399,371811,234
SIALKOT,SIALKOT,DISTRICT,15 - 64,2649852,1314755,1334644,453,1766572,869254,897128,190,883280,445501,437516,263
SIALKOT,SIALKOT,DISTRICT,18 - 60,2287938,1125227,1162283,428,1520386,740986,779224,176,767552,384241,383059,252
SIALKOT,SIALKOT,DISTRICT,18 &  ABOVE,2559384,1276385,1282559,440,1705271,843258,861830,183,854113,433127,420729,257
SIALKOT,SIALKOT,DISTRICT,60 &  ABOVE,301486,166958,134513,15,204586,112592,91987,7,96900,54366,42526,8
SIALKOT,SIALKOT,DISTRICT,65 &  ABOVE,190512,106354,84149,9,131128,72629,58493,6,59384,33725,25656,3
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,ALL AGES,2524044,1295646,1228162,236,1960519,1006994,953434,91,563525,288652,274728,145
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,UNDER 1,54526,28492,26034,,43154,22523,20631,,11372,5969,5403,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,UNDER 5,323405,167549,155856,,256557,132808,123749,,66848,34741,32107,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,UNDER 10,621491,319491,302000,,492591,253064,239527,,128900,66427,62473,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,UNDER 15,906891,468916,437973,2,713311,368329,344980,2,193580,100587,92993,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,05 - 24,1049793,540425,509324,44,817203,420704,396481,18,232590,119721,112843,26
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,15 - 49,1255313,632222,622894,197,964236,486404,477757,75,291077,145818,145137,122
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,15 - 64,1499870,761424,738217,229,1153088,586205,566795,88,346782,175219,171422,141
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,18 - 60,1298267,654897,643152,218,997097,503909,493107,81,301170,150988,150045,137
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,18 &  ABOVE,1465741,747526,717989,226,1130226,577590,552552,84,335515,169936,165437,142
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,60 &  ABOVE,182912,100515,82387,10,145146,79808,65334,4,37766,20707,17053,6
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,65 &  ABOVE,117283,65306,51972,5,94120,52460,41659,1,23163,12846,10313,4
VEHARI,VEHARI,DISTRICT,ALL AGES,3428191,1733665,1694087,439,2645727,1339615,1305872,240,782464,394050,388215,199
VEHARI,VEHARI,DISTRICT,UNDER 1,82831,41393,41438,,64608,32351,32257,,18223,9042,9181,
VEHARI,VEHARI,DISTRICT,UNDER 5,509050,256032,253018,,396361,199673,196688,,112689,56359,56330,
VEHARI,VEHARI,DISTRICT,UNDER 10,940756,472603,468153,,734070,369043,365027,,206686,103560,103126,
VEHARI,VEHARI,DISTRICT,UNDER 15,1337959,672674,665258,27,1040186,523372,516792,22,297773,149302,148466,5
VEHARI,VEHARI,DISTRICT,05 - 24,1442169,724452,717553,164,1113768,560043,553606,119,328401,164409,163947,45
VEHARI,VEHARI,DISTRICT,15 - 49,1649707,825579,823763,365,1262807,633285,629322,200,386900,192294,194441,165
VEHARI,VEHARI,DISTRICT,15 - 64,1957284,988529,968349,406,1499826,758659,740952,215,457458,229870,227397,191
VEHARI,VEHARI,DISTRICT,18 - 60,1695438,853906,841176,356,1299253,655693,643383,177,396185,198213,197793,179
VEHARI,VEHARI,DISTRICT,18 &  ABOVE,1888478,958716,929396,366,1451233,738037,713014,182,437245,220679,216382,184
VEHARI,VEHARI,DISTRICT,60 &  ABOVE,212866,115027,97827,12,167272,90187,77079,6,45594,24840,20748,6
VEHARI,VEHARI,DISTRICT,65 &  ABOVE,132948,72462,60480,6,105715,57584,48128,3,27233,14878,12352,3
