name_admin_unit,part_of_district,admin_unit,sex___age_group__in_years_,all_sexes_overall,male_overall,female_overall,transgender_overall,all_sexes_rural,male_rural,female_rural,transgender_rural,all_sexes_urban,male_urban,female_urban,transgender_urban
ATTOCK,ATTOCK,DISTRICT,ALL AGES,2133005,1071693,1061231,81,1546356,775739,770599,18,586649,295954,290632,63
ATTOCK,ATTOCK,DISTRICT,UNDER 1,36042,18112,17930,,26655,13481,13174,,9387,4631,4756,
ATTOCK,ATTOCK,DISTRICT,UNDER 5,242301,121659,120642,,176066,88443,87623,,66235,33216,33019,
ATTOCK,ATTOCK,DISTRICT,UNDER 10,473463,237549,235914,,342189,171683,170506,,131274,65866,65408,
ATTOCK,ATTOCK,DISTRICT,UNDER 15,704284,353986,350297,1,505659,253890,251768,1,198625,100096,98529,
ATTOCK,ATTOCK,DISTRICT,05 - 24,838749,421934,416790,25,600830,301502,299320,8,237919,120432,117470,17
ATTOCK,ATTOCK,DISTRICT,15 - 49,1085185,538321,546791,73,782199,387552,394632,15,302986,150769,152159,58
ATTOCK,ATTOCK,DISTRICT,15 - 64,1311285,656132,655075,78,949693,474262,475415,16,361592,181870,179660,62
ATTOCK,ATTOCK,DISTRICT,18 - 60,1140222,567567,572584,71,826114,410873,415229,12,314108,156694,157355,59
ATTOCK,ATTOCK,DISTRICT,18 &  ABOVE,1304558,654717,649767,74,952003,477354,474636,13,352555,177363,175131,61
ATTOCK,ATTOCK,DISTRICT,60 &  ABOVE,178447,94363,84081,3,136384,71869,64514,1,42063,22494,19567,2
ATTOCK,ATTOCK,DISTRICT,65 &  ABOVE,117436,61575,55859,2,91004,47587,43416,1,26432,13988,12443,1
ATTOCK,ATTOCK,TEHSIL,ALL AGES,479094,241706,237360,28,226155,114308,111842,5,252939,127398,125518,23
ATTOCK,ATTOCK,TEHSIL,UNDER 1,8288,4108,4180,,4277,2149,2128,,4011,1959,2052,
ATTOCK,ATTOCK,TEHSIL,UNDER 5,56259,28224,28035,,28033,14069,13964,,28226,14155,14071,
ATTOCK,ATTOCK,TEHSIL,UNDER 10,109174,54907,54267,,52707,26572,26135,,56467,28335,28132,
ATTOCK,ATTOCK,TEHSIL,UNDER 15,162025,81349,80676,,76503,38346,38157,,85522,43003,42519,
ATTOCK,ATTOCK,TEHSIL,05 - 24,191932,96339,95585,8,89524,44877,44645,2,102408,51462,50940,6
ATTOCK,ATTOCK,TEHSIL,15 - 49,249604,124623,124954,27,117059,58796,58258,5,132545,65827,66696,22
ATTOCK,ATTOCK,TEHSIL,15 - 64,296296,149287,146981,28,139174,70336,68833,5,157122,78951,78148,23
ATTOCK,ATTOCK,TEHSIL,18 - 60,258515,129731,128758,26,121451,61311,60136,4,137064,68420,68622,22
ATTOCK,ATTOCK,TEHSIL,18 &  ABOVE,288646,145903,142716,27,136322,69324,66994,4,152324,76579,75722,23
ATTOCK,ATTOCK,TEHSIL,60 &  ABOVE,33120,17728,15391,1,16354,8790,7564,,16766,8938,7827,1
ATTOCK,ATTOCK,TEHSIL,65 &  ABOVE,20773,11070,9703,,10478,5626,4852,,10295,5444,4851,
FATEH JANG,ATTOCK,TEHSIL,ALL AGES,374726,189283,185426,17,293405,148263,145137,5,81321,41020,40289,12
FATEH JANG,ATTOCK,TEHSIL,UNDER 1,6295,3239,3056,,4838,2500,2338,,1457,739,718,
FATEH JANG,ATTOCK,TEHSIL,UNDER 5,43356,21980,21376,,33418,16853,16565,,9938,5127,4811,
FATEH JANG,ATTOCK,TEHSIL,UNDER 10,84285,42511,41774,,64969,32649,32320,,19316,9862,9454,
FATEH JANG,ATTOCK,TEHSIL,UNDER 15,124395,62746,61649,,95143,47712,47431,,29252,15034,14218,
FATEH JANG,ATTOCK,TEHSIL,05 - 24,145097,73163,71930,4,111387,56010,55376,1,33710,17153,16554,3
FATEH JANG,ATTOCK,TEHSIL,15 - 49,188187,93861,94312,14,147647,73938,73705,4,40540,19923,20607,10
FATEH JANG,ATTOCK,TEHSIL,15 - 64,228821,115169,113635,17,180362,91114,89243,5,48459,24055,24392,12
FATEH JANG,ATTOCK,TEHSIL,18 - 60,199545,99883,99645,17,157524,79223,78296,5,42021,20660,21349,12
FATEH JANG,ATTOCK,TEHSIL,18 &  ABOVE,229306,115806,113483,17,182082,92328,89749,5,47224,23478,23734,12
FATEH JANG,ATTOCK,TEHSIL,60 &  ABOVE,32295,17229,15066,,26555,14160,12395,,5740,3069,2671,
FATEH JANG,ATTOCK,TEHSIL,65 &  ABOVE,21510,11368,10142,,17900,9437,8463,,3610,1931,1679,
HASAN ABDAL,ATTOCK,TEHSIL,ALL AGES,253435,128983,124439,13,184082,93489,90592,1,69353,35494,33847,12
HASAN ABDAL,ATTOCK,TEHSIL,UNDER 1,4687,2351,2336,,3532,1788,1744,,1155,563,592,
HASAN ABDAL,ATTOCK,TEHSIL,UNDER 5,31316,15735,15581,,23166,11722,11444,,8150,4013,4137,
HASAN ABDAL,ATTOCK,TEHSIL,UNDER 10,61389,30785,30604,,45358,22874,22484,,16031,7911,8120,
HASAN ABDAL,ATTOCK,TEHSIL,UNDER 15,90911,45684,45227,,66740,33666,33074,,24171,12018,12153,
HASAN ABDAL,ATTOCK,TEHSIL,05 - 24,105454,53537,51912,5,76024,38486,37537,1,29430,15051,14375,4
HASAN ABDAL,ATTOCK,TEHSIL,15 - 49,126356,63898,62446,12,90753,45638,45114,1,35603,18260,17332,11
HASAN ABDAL,ATTOCK,TEHSIL,15 - 64,151028,77037,73978,13,108545,54996,53548,1,42483,22041,20430,12
HASAN ABDAL,ATTOCK,TEHSIL,18 - 60,130434,66078,64343,13,94024,47388,46635,1,36410,18690,17708,12
HASAN ABDAL,ATTOCK,TEHSIL,18 &  ABOVE,147039,75255,71771,13,106566,54332,52233,1,40473,20923,19538,12
HASAN ABDAL,ATTOCK,TEHSIL,60 &  ABOVE,18029,9914,8115,,13610,7504,6106,,4419,2410,2009,
HASAN ABDAL,ATTOCK,TEHSIL,65 &  ABOVE,11496,6262,5234,,8797,4827,3970,,2699,1435,1264,
HAZRO,ATTOCK,TEHSIL,ALL AGES,386544,195013,191525,6,323572,163256,160314,2,62972,31757,31211,4
HAZRO,ATTOCK,TEHSIL,UNDER 1,6868,3497,3371,,5918,3010,2908,,950,487,463,
HAZRO,ATTOCK,TEHSIL,UNDER 5,45130,22578,22552,,38251,19155,19096,,6879,3423,3456,
HAZRO,ATTOCK,TEHSIL,UNDER 10,87196,43560,43636,,73639,36823,36816,,13557,6737,6820,
HAZRO,ATTOCK,TEHSIL,UNDER 15,131073,66132,64940,1,110179,55576,54602,1,20894,10556,10338,
HAZRO,ATTOCK,TEHSIL,05 - 24,159076,80572,78502,2,133206,67333,65871,2,25870,13239,12631,
HAZRO,ATTOCK,TEHSIL,15 - 49,196446,97715,98726,5,164398,81771,82626,1,32048,15944,16100,4
HAZRO,ATTOCK,TEHSIL,15 - 64,235136,117919,117212,5,196476,98549,97926,1,38660,19370,19286,4
HAZRO,ATTOCK,TEHSIL,18 - 60,203317,101518,101795,4,169903,84942,84961,,33414,16576,16834,4
HAZRO,ATTOCK,TEHSIL,18 &  ABOVE,231471,116748,114719,4,193263,97577,95686,,38208,19171,19033,4
HAZRO,ATTOCK,TEHSIL,60 &  ABOVE,30921,16569,14352,,25675,13764,11911,,5246,2805,2441,
HAZRO,ATTOCK,TEHSIL,65 &  ABOVE,20335,10962,9373,,16917,9131,7786,,3418,1831,1587,
JAND,ATTOCK,TEHSIL,ALL AGES,330328,162882,167439,7,274074,135158,138913,3,56254,27724,28526,4
JAND,ATTOCK,TEHSIL,UNDER 1,4817,2425,2392,,3867,1967,1900,,950,458,492,
JAND,ATTOCK,TEHSIL,UNDER 5,33625,16872,16753,,27633,13883,13750,,5992,2989,3003,
JAND,ATTOCK,TEHSIL,UNDER 10,67180,33716,33464,,54916,27536,27380,,12264,6180,6084,
JAND,ATTOCK,TEHSIL,UNDER 15,100155,50334,49821,,81759,41113,40646,,18396,9221,9175,
JAND,ATTOCK,TEHSIL,05 - 24,122016,60826,61188,2,99756,49713,50041,2,22260,11113,11147,
JAND,ATTOCK,TEHSIL,15 - 49,167794,81175,86613,6,138824,67269,71553,2,28970,13906,15060,4
JAND,ATTOCK,TEHSIL,15 - 64,207241,101082,106153,6,172334,84081,88251,2,34907,17001,17902,4
JAND,ATTOCK,TEHSIL,18 - 60,180338,87381,92953,4,150110,72820,77290,,30228,14561,15663,4
JAND,ATTOCK,TEHSIL,18 &  ABOVE,211896,103386,108505,5,177430,86617,90812,1,34466,16769,17693,4
JAND,ATTOCK,TEHSIL,60 &  ABOVE,33813,17162,16650,1,29258,14784,14473,1,4555,2378,2177,
JAND,ATTOCK,TEHSIL,65 &  ABOVE,22932,11466,11465,1,19981,9964,10016,1,2951,1502,1449,
PINDI GHEB,ATTOCK,TEHSIL,ALL AGES,308878,153826,155042,10,245068,121265,123801,2,63810,32561,31241,8
PINDI GHEB,ATTOCK,TEHSIL,UNDER 1,5087,2492,2595,,4223,2067,2156,,864,425,439,
PINDI GHEB,ATTOCK,TEHSIL,UNDER 5,32615,16270,16345,,25565,12761,12804,,7050,3509,3541,
PINDI GHEB,ATTOCK,TEHSIL,UNDER 10,64239,32070,32169,,50600,25229,25371,,13639,6841,6798,
PINDI GHEB,ATTOCK,TEHSIL,UNDER 15,95725,47741,47984,,75335,37477,37858,,20390,10264,10126,
PINDI GHEB,ATTOCK,TEHSIL,05 - 24,115174,57497,57673,4,90933,45083,45850,,24241,12414,11823,4
PINDI GHEB,ATTOCK,TEHSIL,15 - 49,156798,77049,79740,9,123518,60140,63376,2,33280,16909,16364,7
PINDI GHEB,ATTOCK,TEHSIL,15 - 64,192763,95638,97116,9,152802,75186,77614,2,39961,20452,19502,7
PINDI GHEB,ATTOCK,TEHSIL,18 - 60,168073,82976,85090,7,133102,65189,67911,2,34971,17787,17179,5
PINDI GHEB,ATTOCK,TEHSIL,18 &  ABOVE,196200,97619,98573,8,156340,77176,79162,2,39860,20443,19411,6
PINDI GHEB,ATTOCK,TEHSIL,60 &  ABOVE,30269,15761,14507,1,24932,12867,12065,,5337,2894,2442,1
PINDI GHEB,ATTOCK,TEHSIL,65 &  ABOVE,20390,10447,9942,1,16931,8602,8329,,3459,1845,1613,1
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,ALL AGES,3544911,1842888,1701653,370,2571296,1336950,1234246,100,973615,505938,467407,270
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,UNDER 1,82644,42545,40099,,62428,32064,30364,,20216,10481,9735,
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,UNDER 5,492678,255505,237173,,372426,193408,179018,,120252,62097,58155,
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,UNDER 10,971921,506050,465871,,730322,380606,349716,,241599,125444,116155,
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,UNDER 15,1422368,750449,671905,14,1054742,555502,499229,11,367626,194947,172676,3
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,05 - 24,1564111,823528,740475,108,1130720,594490,536191,39,433391,229038,204284,69
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,15 - 49,1656708,843332,813067,309,1176647,599750,576820,77,480061,243582,236247,232
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,15 - 64,1978187,1013649,964189,349,1407922,721982,685852,88,570265,291667,278337,261
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,18 - 60,1699512,864400,834789,323,1210292,616534,593687,71,489220,247866,241102,252
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,18 &  ABOVE,1905181,976156,928692,333,1363059,699601,663386,72,542122,276555,265306,261
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,60 &  ABOVE,225309,122029,103265,15,167221,90600,76618,3,58088,31429,26647,12
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,65 &  ABOVE,144356,78790,65559,7,108632,59466,49165,1,35724,19324,16394,6
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,ALL AGES,973483,507811,465575,97,692476,361246,331203,27,281007,146565,134372,70
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,UNDER 1,23473,12032,11441,,17787,9103,8684,,5686,2929,2757,
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,UNDER 5,137252,71251,66001,,103356,53869,49487,,33896,17382,16514,
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,UNDER 10,273672,143051,130621,,204674,107264,97410,,68998,35787,33211,
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,UNDER 15,400969,212511,188452,6,296406,157065,139337,4,104563,55446,49115,2
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,05 - 24,438220,232028,206167,25,313821,166093,147718,10,124399,65935,58449,15
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,15 - 49,452028,231501,220451,76,311094,159229,151846,19,140934,72272,68605,57
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,15 - 64,536751,276386,260276,89,370258,190393,179842,23,166493,85993,80434,66
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,18 - 60,461784,235920,225782,82,317875,162279,155577,19,143909,73641,70205,63
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,18 &  ABOVE,513416,263377,249953,86,354689,181903,172767,19,158727,81474,77186,67
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,60 &  ABOVE,56643,30070,26567,6,40433,21528,18905,,16210,8542,7662,6
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,65 &  ABOVE,35763,18914,16847,2,25812,13788,12024,,9951,5126,4823,2
CHISHTIAN,BAHAWALNAGAR,TEHSIL,ALL AGES,843342,437370,405853,119,614192,318904,295242,46,229150,118466,110611,73
CHISHTIAN,BAHAWALNAGAR,TEHSIL,UNDER 1,19327,9984,9343,,14771,7616,7155,,4556,2368,2188,
CHISHTIAN,BAHAWALNAGAR,TEHSIL,UNDER 5,112296,57928,54368,,85651,44211,41440,,26645,13717,12928,
CHISHTIAN,BAHAWALNAGAR,TEHSIL,UNDER 10,225170,117080,108090,,170773,89064,81709,,54397,28016,26381,
CHISHTIAN,BAHAWALNAGAR,TEHSIL,UNDER 15,332180,175378,156797,5,247909,130766,117139,4,84271,44612,39658,1
CHISHTIAN,BAHAWALNAGAR,TEHSIL,05 - 24,369621,194662,174926,33,268555,141280,127258,17,101066,53382,47668,16
CHISHTIAN,BAHAWALNAGAR,TEHSIL,15 - 49,397702,201243,196356,103,283770,143923,139810,37,113932,57320,56546,66
CHISHTIAN,BAHAWALNAGAR,TEHSIL,15 - 64,476294,242852,233329,113,340142,173759,166342,41,136152,69093,66987,72
CHISHTIAN,BAHAWALNAGAR,TEHSIL,18 - 60,409744,207204,202437,103,293067,148670,144363,34,116677,58534,58074,69
CHISHTIAN,BAHAWALNAGAR,TEHSIL,18 &  ABOVE,459735,234503,225128,104,330124,168944,161145,35,129611,65559,63983,69
CHISHTIAN,BAHAWALNAGAR,TEHSIL,60 &  ABOVE,54830,29925,24903,2,40686,22248,18436,2,14144,7677,6467,
CHISHTIAN,BAHAWALNAGAR,TEHSIL,65 &  ABOVE,34868,19140,15727,1,26141,14379,11761,1,8727,4761,3966,
FORT ABBAS,BAHAWALNAGAR,TEHSIL,ALL AGES,509974,266077,243865,32,375999,195869,180124,6,133975,70208,63741,26
FORT ABBAS,BAHAWALNAGAR,TEHSIL,UNDER 1,13364,7003,6361,,9865,5135,4730,,3499,1868,1631,
FORT ABBAS,BAHAWALNAGAR,TEHSIL,UNDER 5,77593,40709,36884,,58036,30489,27547,,19557,10220,9337,
FORT ABBAS,BAHAWALNAGAR,TEHSIL,UNDER 10,144248,75414,68834,,107541,56191,51350,,36707,19223,17484,
FORT ABBAS,BAHAWALNAGAR,TEHSIL,UNDER 15,206665,109474,97189,2,152166,80206,71958,2,54499,29268,25231,
FORT ABBAS,BAHAWALNAGAR,TEHSIL,05 - 24,218646,115117,103523,6,158998,83145,75849,4,59648,31972,27674,2
FORT ABBAS,BAHAWALNAGAR,TEHSIL,15 - 49,235904,119932,115950,22,172850,87927,84919,4,63054,32005,31031,18
FORT ABBAS,BAHAWALNAGAR,TEHSIL,15 - 64,281926,144648,137249,29,207146,106333,100809,4,74780,38315,36440,25
FORT ABBAS,BAHAWALNAGAR,TEHSIL,18 - 60,242320,123454,118841,25,178531,91139,87390,2,63789,32315,31451,23
FORT ABBAS,BAHAWALNAGAR,TEHSIL,18 &  ABOVE,272512,140156,132329,27,201833,104021,97810,2,70679,36135,34519,25
FORT ABBAS,BAHAWALNAGAR,TEHSIL,60 &  ABOVE,32978,18159,14816,3,25359,13933,11426,,7619,4226,3390,3
FORT ABBAS,BAHAWALNAGAR,TEHSIL,65 &  ABOVE,21383,11955,9427,1,16687,9330,7357,,4696,2625,2070,1
HAROONABAD,BAHAWALNAGAR,TEHSIL,ALL AGES,614987,317548,297346,93,403740,208182,195545,13,211247,109366,101801,80
HAROONABAD,BAHAWALNAGAR,TEHSIL,UNDER 1,13582,6919,6663,,9578,4869,4709,,4004,2050,1954,
HAROONABAD,BAHAWALNAGAR,TEHSIL,UNDER 5,78818,40943,37875,,54298,28225,26073,,24520,12718,11802,
HAROONABAD,BAHAWALNAGAR,TEHSIL,UNDER 10,154213,79954,74259,,104202,53848,50354,,50011,26106,23905,
HAROONABAD,BAHAWALNAGAR,TEHSIL,UNDER 15,228438,119739,108698,1,152113,79264,72848,1,76325,40475,35850,
HAROONABAD,BAHAWALNAGAR,TEHSIL,05 - 24,263998,137712,126248,38,170366,88508,81852,6,93632,49204,44396,32
HAROONABAD,BAHAWALNAGAR,TEHSIL,15 - 49,298426,150890,147451,85,192170,97388,94771,11,106256,53502,52680,74
HAROONABAD,BAHAWALNAGAR,TEHSIL,15 - 64,358230,182233,175907,90,231517,117894,113611,12,126713,64339,62296,78
HAROONABAD,BAHAWALNAGAR,TEHSIL,18 - 60,307175,155193,151895,87,198625,100613,98002,10,108550,54580,53893,77
HAROONABAD,BAHAWALNAGAR,TEHSIL,18 &  ABOVE,347451,177140,170222,89,226686,115821,110855,10,120765,61319,59367,79
HAROONABAD,BAHAWALNAGAR,TEHSIL,60 &  ABOVE,43838,23742,20094,2,30387,16367,14020,,13451,7375,6074,2
HAROONABAD,BAHAWALNAGAR,TEHSIL,65 &  ABOVE,28319,15576,12741,2,20110,11024,9086,,8209,4552,3655,2
MINCHINABAD,BAHAWALNAGAR,TEHSIL,ALL AGES,603125,314082,289014,29,484889,252749,232132,8,118236,61333,56882,21
MINCHINABAD,BAHAWALNAGAR,TEHSIL,UNDER 1,12898,6607,6291,,10427,5341,5086,,2471,1266,1205,
MINCHINABAD,BAHAWALNAGAR,TEHSIL,UNDER 5,86719,44674,42045,,71085,36614,34471,,15634,8060,7574,
MINCHINABAD,BAHAWALNAGAR,TEHSIL,UNDER 10,174618,90551,84067,,143132,74239,68893,,31486,16312,15174,
MINCHINABAD,BAHAWALNAGAR,TEHSIL,UNDER 15,254116,133347,120769,,206148,108201,97947,,47968,25146,22822,
MINCHINABAD,BAHAWALNAGAR,TEHSIL,05 - 24,273626,144009,129611,6,218980,115464,103514,2,54646,28545,26097,4
MINCHINABAD,BAHAWALNAGAR,TEHSIL,15 - 49,272648,139766,132859,23,216763,111283,105474,6,55885,28483,27385,17
MINCHINABAD,BAHAWALNAGAR,TEHSIL,15 - 64,324986,167530,157428,28,258859,133603,125248,8,66127,33927,32180,20
MINCHINABAD,BAHAWALNAGAR,TEHSIL,18 - 60,278489,142629,135834,26,222194,113833,108355,6,56295,28796,27479,20
MINCHINABAD,BAHAWALNAGAR,TEHSIL,18 &  ABOVE,312067,160980,151060,27,249727,128912,120809,6,62340,32068,30251,21
MINCHINABAD,BAHAWALNAGAR,TEHSIL,60 &  ABOVE,37020,20133,16885,2,30356,16524,13831,1,6664,3609,3054,1
MINCHINABAD,BAHAWALNAGAR,TEHSIL,65 &  ABOVE,24023,13205,10817,1,19882,10945,8937,,4141,2260,1880,1
BAHAWALPUR,BAHAWALPUR,DISTRICT,ALL AGES,4264457,2165158,2098830,469,2662487,1350146,1312204,137,1601970,815012,786626,332
BAHAWALPUR,BAHAWALPUR,DISTRICT,UNDER 1,98488,49555,48933,,65236,33071,32165,,33252,16484,16768,
BAHAWALPUR,BAHAWALPUR,DISTRICT,UNDER 5,648391,327153,321238,,425688,214443,211245,,222703,112710,109993,
BAHAWALPUR,BAHAWALPUR,DISTRICT,UNDER 10,1231401,621096,610305,,810526,408308,402218,,420875,212788,208087,
BAHAWALPUR,BAHAWALPUR,DISTRICT,UNDER 15,1743712,880903,862791,18,1134011,572023,561978,10,609701,308880,300813,8
BAHAWALPUR,BAHAWALPUR,DISTRICT,05 - 24,1867130,942704,924269,157,1168874,589304,579525,45,698256,353400,344744,112
BAHAWALPUR,BAHAWALPUR,DISTRICT,15 - 49,2012350,1013130,998815,405,1212500,610455,601937,108,799850,402675,396878,297
BAHAWALPUR,BAHAWALPUR,DISTRICT,15 - 64,2365200,1200957,1163802,441,1427203,724072,703010,121,937997,476885,460792,320
BAHAWALPUR,BAHAWALPUR,DISTRICT,18 - 60,2047295,1036582,1010307,406,1233367,624817,608444,106,813928,411765,401863,300
BAHAWALPUR,BAHAWALPUR,DISTRICT,18 &  ABOVE,2270437,1156101,1113919,417,1375694,700450,675132,112,894743,455651,438787,305
BAHAWALPUR,BAHAWALPUR,DISTRICT,60 &  ABOVE,244347,130869,113462,16,155150,82487,72656,7,89197,48382,40806,9
BAHAWALPUR,BAHAWALPUR,DISTRICT,65 &  ABOVE,155545,83298,72237,10,101273,54051,47216,6,54272,29247,25021,4
AHMADPUR EAST,BAHAWALPUR,TEHSIL,ALL AGES,1307408,665954,641322,132,958833,488288,470526,19,348575,177666,170796,113
AHMADPUR EAST,BAHAWALPUR,TEHSIL,UNDER 1,39552,20116,19436,,28893,14659,14234,,10659,5457,5202,
AHMADPUR EAST,BAHAWALPUR,TEHSIL,UNDER 5,245824,125847,119977,,181006,91874,89132,,64818,33973,30845,
AHMADPUR EAST,BAHAWALPUR,TEHSIL,UNDER 10,445252,227467,217785,,332758,169106,163652,,112494,58361,54133,
AHMADPUR EAST,BAHAWALPUR,TEHSIL,UNDER 15,605430,309479,295947,4,451282,229814,221465,3,154148,79665,74482,1
AHMADPUR EAST,BAHAWALPUR,TEHSIL,05 - 24,576808,293006,283761,41,428238,218013,210217,8,148570,74993,73544,33
AHMADPUR EAST,BAHAWALPUR,TEHSIL,15 - 49,562602,283588,278899,115,406665,205917,200734,14,155937,77671,78165,101
AHMADPUR EAST,BAHAWALPUR,TEHSIL,15 - 64,657752,333520,324105,127,474992,241524,233452,16,182760,91996,90653,111
AHMADPUR EAST,BAHAWALPUR,TEHSIL,18 - 60,566290,286781,279394,115,408939,207704,201221,14,157351,79077,78173,101
AHMADPUR EAST,BAHAWALPUR,TEHSIL,18 &  ABOVE,628886,319063,309706,117,454646,231226,223406,14,174240,87837,86300,103
AHMADPUR EAST,BAHAWALPUR,TEHSIL,60 &  ABOVE,68161,35263,32892,6,49698,25637,24060,1,18463,9626,8832,5
AHMADPUR EAST,BAHAWALPUR,TEHSIL,65 &  ABOVE,44226,22955,21270,1,32559,16950,15609,,11667,6005,5661,1
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,ALL AGES,813422,414027,399293,102,,,,,813422,414027,399293,102
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,UNDER 1,14972,7309,7663,,,,,,14972,7309,7663,
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,UNDER 5,100598,49995,50603,,,,,,100598,49995,50603,
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,UNDER 10,197025,98686,98339,,,,,,197025,98686,98339,
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,UNDER 15,291481,147126,144355,,,,,,291481,147126,144355,
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,05 - 24,360631,183625,176968,38,,,,,360631,183625,176968,38
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,15 - 49,423183,213417,209669,97,,,,,423183,213417,209669,97
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,15 - 64,495209,252164,242944,101,,,,,495209,252164,242944,101
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,18 - 60,430986,217813,213074,99,,,,,430986,217813,213074,99
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,18 &  ABOVE,471673,240406,231167,100,,,,,471673,240406,231167,100
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,60 &  ABOVE,45042,24891,20150,1,,,,,45042,24891,20150,1
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,65 &  ABOVE,26732,14737,11994,1,,,,,26732,14737,11994,1
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,ALL AGES,661543,338536,322907,100,524996,266854,258100,42,136547,71682,64807,58
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,UNDER 1,14552,7412,7140,,12606,6468,6138,,1946,944,1002,
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,UNDER 5,101681,51436,50245,,83052,41976,41076,,18629,9460,9169,
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,UNDER 10,193562,98068,95494,,157481,79687,77794,,36081,18381,17700,
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,UNDER 15,273668,139071,134584,13,221058,112139,108913,6,52610,26932,25671,7
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,05 - 24,289335,147022,142270,43,230344,116601,113725,18,58991,30421,28545,25
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,15 - 49,312282,159201,153002,79,243126,122678,120417,31,69156,36523,32585,48
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,15 - 64,365429,187586,177758,85,285371,144992,140345,34,80058,42594,37413,51
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,18 - 60,317114,162580,154460,74,247317,125501,121790,26,69797,37079,32670,48
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,18 &  ABOVE,349447,179818,169553,76,273790,139434,134328,28,75657,40384,35225,48
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,60 &  ABOVE,35644,19048,16594,2,29023,15322,13699,2,6621,3726,2895,
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,65 &  ABOVE,22446,11879,10565,2,18567,9723,8842,2,3879,2156,1723,
HASILPUR,BAHAWALPUR,TEHSIL,ALL AGES,506604,253429,253133,42,310921,155620,155294,7,195683,97809,97839,35
HASILPUR,BAHAWALPUR,TEHSIL,UNDER 1,9785,4873,4912,,6149,3099,3050,,3636,1774,1862,
HASILPUR,BAHAWALPUR,TEHSIL,UNDER 5,65669,32790,32879,,40833,20372,20461,,24836,12418,12418,
HASILPUR,BAHAWALPUR,TEHSIL,UNDER 10,129785,64593,65192,,81075,40298,40777,,48710,24295,24415,
HASILPUR,BAHAWALPUR,TEHSIL,UNDER 15,190381,94463,95917,1,118231,58742,59488,1,72150,35721,36429,
HASILPUR,BAHAWALPUR,TEHSIL,05 - 24,216731,107489,109228,14,132817,65865,66950,2,83914,41624,42278,12
HASILPUR,BAHAWALPUR,TEHSIL,15 - 49,245678,121419,124221,38,148534,73273,75255,6,97144,48146,48966,32
HASILPUR,BAHAWALPUR,TEHSIL,15 - 64,293716,146794,146883,39,177997,88861,89130,6,115719,57933,57753,33
HASILPUR,BAHAWALPUR,TEHSIL,18 - 60,253830,126448,127348,34,153753,76478,77270,5,100077,49970,50078,29
HASILPUR,BAHAWALPUR,TEHSIL,18 &  ABOVE,285701,143569,142096,36,174270,87594,86671,5,111431,55975,55425,31
