name_admin_unit,part_of_district,admin_unit,disab_func_lim,all_sexes_overall,male_overall,female_overall,all_sexes_rural,male_rural,female_rural,all_sexes_urban,male_urban,female_urban
TANDO BAGO,BADIN,TALUKA,Memorization/ Focus,4798,2679,2119,3945,2201,1744,853,478,375
TANDO BAGO,BADIN,TALUKA,Self care etc,3030,1659,1371,2473,1357,1116,557,302,255
DADU,DADU,DISTRICT,Population,1742307,883873,858434,1303286,662904,640382,439021,220969,218052
DADU,DADU,DISTRICT,Disability,29596,17491,12105,21520,12679,8841,8076,4812,3264
DADU,DADU,DISTRICT,Functional limitation,97979,44310,53669,72143,32494,39649,25836,11816,14020
DADU,DADU,DISTRICT,Seeing,19235,8847,10388,14227,6504,7723,5008,2343,2665
DADU,DADU,DISTRICT,Hearing,21286,9358,11928,15797,6903,8894,5489,2455,3034
DADU,DADU,DISTRICT,Walking/ Climbing,32620,15763,16857,23800,11419,12381,8820,4344,4476
DADU,DADU,DISTRICT,Communication,12007,6131,5876,8856,4563,4293,3151,1568,1583
DADU,DADU,DISTRICT,Memorization/ Focus,15592,7423,8169,11433,5435,5998,4159,1988,2171
DADU,DADU,DISTRICT,Self care etc,10258,4515,5743,7628,3377,4251,2630,1138,1492
DADU,DADU,TALUKA,Population,508607,257700,250907,307590,156224,151366,201017,101476,99541
DADU,DADU,TALUKA,Disability,4845,3040,1805,2965,1871,1094,1880,1169,711
DADU,DADU,TALUKA,Functional limitation,25124,11186,13938,14879,6666,8213,10245,4520,5725
DADU,DADU,TALUKA,Seeing,5092,2311,2781,2987,1352,1635,2105,959,1146
DADU,DADU,TALUKA,Hearing,5722,2472,3250,3334,1452,1882,2388,1020,1368
DADU,DADU,TALUKA,Walking/ Climbing,8524,4087,4437,5038,2413,2625,3486,1674,1812
DADU,DADU,TALUKA,Communication,2982,1500,1482,1712,879,833,1270,621,649
DADU,DADU,TALUKA,Memorization/ Focus,4077,1920,2157,2322,1087,1235,1755,833,922
DADU,DADU,TALUKA,Self care etc,2461,1056,1405,1464,634,830,997,422,575
JOHI,DADU,TALUKA,Population,333179,170017,163162,293093,149674,143419,40086,20343,19743
JOHI,DADU,TALUKA,Disability,11311,6559,4752,10398,6012,4386,913,547,366
JOHI,DADU,TALUKA,Functional limitation,24965,11910,13055,22499,10767,11732,2466,1143,1323
JOHI,DADU,TALUKA,Seeing,4153,1899,2254,3762,1726,2036,391,173,218
JOHI,DADU,TALUKA,Hearing,4918,2228,2690,4420,1994,2426,498,234,264
JOHI,DADU,TALUKA,Walking/ Climbing,7511,3694,3817,6753,3309,3444,758,385,373
JOHI,DADU,TALUKA,Communication,3337,1825,1512,2882,1607,1275,455,218,237
JOHI,DADU,TALUKA,Memorization/ Focus,4041,2037,2004,3603,1814,1789,438,223,215
JOHI,DADU,TALUKA,Self care etc,3147,1505,1642,2933,1431,1502,214,74,140
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Population,379962,192059,187903,296429,150281,146148,83533,41778,41755
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Disability,8495,4884,3611,4298,2473,1825,4197,2411,1786
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Functional limitation,23356,10613,12743,15836,6879,8957,7520,3734,3786
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Seeing,4820,2314,2506,3472,1636,1836,1348,678,670
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Hearing,4944,2210,2734,3623,1574,2049,1321,636,685
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Walking/ Climbing,7975,3904,4071,5334,2534,2800,2641,1370,1271
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Communication,2683,1289,1394,1926,897,1029,757,392,365
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Memorization/ Focus,3453,1614,1839,2419,1120,1299,1034,494,540
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Self care etc,2323,999,1324,1448,578,870,875,421,454
MEHAR,DADU,TALUKA,Population,520559,264097,256462,406174,206725,199449,114385,57372,57013
MEHAR,DADU,TALUKA,Disability,4945,3008,1937,3859,2323,1536,1086,685,401
MEHAR,DADU,TALUKA,Functional limitation,24534,10601,13933,18929,8182,10747,5605,2419,3186
MEHAR,DADU,TALUKA,Seeing,5170,2323,2847,4006,1790,2216,1164,533,631
MEHAR,DADU,TALUKA,Hearing,5702,2448,3254,4420,1883,2537,1282,565,717
MEHAR,DADU,TALUKA,Walking/ Climbing,8610,4078,4532,6675,3163,3512,1935,915,1020
MEHAR,DADU,TALUKA,Communication,3005,1517,1488,2336,1180,1156,669,337,332
MEHAR,DADU,TALUKA,Memorization/ Focus,4021,1852,2169,3089,1414,1675,932,438,494
MEHAR,DADU,TALUKA,Self care etc,2327,955,1372,1783,734,1049,544,221,323
GHOTKI,GHOTKI,DISTRICT,Population,1760761,914689,846072,1381388,717892,663496,379373,196797,182576
GHOTKI,GHOTKI,DISTRICT,Disability,33663,17320,16343,27750,14071,13679,5913,3249,2664
GHOTKI,GHOTKI,DISTRICT,Functional limitation,140010,69654,70356,109216,54171,55045,30794,15483,15311
GHOTKI,GHOTKI,DISTRICT,Seeing,26665,13443,13222,20781,10454,10327,5884,2989,2895
GHOTKI,GHOTKI,DISTRICT,Hearing,30466,15399,15067,23489,11786,11703,6977,3613,3364
GHOTKI,GHOTKI,DISTRICT,Walking/ Climbing,45879,23486,22393,35521,18090,17431,10358,5396,4962
GHOTKI,GHOTKI,DISTRICT,Communication,16058,8547,7511,12493,6726,5767,3565,1821,1744
GHOTKI,GHOTKI,DISTRICT,Memorization/ Focus,20984,10677,10307,16261,8220,8041,4723,2457,2266
GHOTKI,GHOTKI,DISTRICT,Self care etc,14398,6848,7550,11493,5405,6088,2905,1443,1462
DAHARKI,GHOTKI,TALUKA,Population,335145,174439,160706,244968,127573,117395,90177,46866,43311
DAHARKI,GHOTKI,TALUKA,Disability,5750,3245,2505,4121,2307,1814,1629,938,691
DAHARKI,GHOTKI,TALUKA,Functional limitation,26605,13509,13096,18953,9572,9381,7652,3937,3715
DAHARKI,GHOTKI,TALUKA,Seeing,5006,2570,2436,3493,1807,1686,1513,763,750
DAHARKI,GHOTKI,TALUKA,Hearing,5747,2974,2773,3986,2015,1971,1761,959,802
DAHARKI,GHOTKI,TALUKA,Walking/ Climbing,8506,4458,4048,5897,3024,2873,2609,1434,1175
DAHARKI,GHOTKI,TALUKA,Communication,3188,1672,1516,2200,1213,987,988,459,529
DAHARKI,GHOTKI,TALUKA,Memorization/ Focus,4204,2144,2060,3028,1556,1472,1176,588,588
DAHARKI,GHOTKI,TALUKA,Self care etc,2676,1274,1402,2019,954,1065,657,320,337
GHOTKI,GHOTKI,TALUKA,Population,540939,280914,260025,410014,213041,196973,130925,67873,63052
GHOTKI,GHOTKI,TALUKA,Disability,9794,4759,5035,8426,3962,4464,1368,797,571
GHOTKI,GHOTKI,TALUKA,Functional limitation,43059,21298,21761,32995,16207,16788,10064,5091,4973
GHOTKI,GHOTKI,TALUKA,Seeing,8087,4111,3976,6073,3070,3003,2014,1041,973
GHOTKI,GHOTKI,TALUKA,Hearing,9221,4705,4516,6895,3509,3386,2326,1196,1130
GHOTKI,GHOTKI,TALUKA,Walking/ Climbing,14531,7341,7190,11113,5566,5547,3418,1775,1643
GHOTKI,GHOTKI,TALUKA,Communication,4754,2529,2225,3660,1908,1752,1094,621,473
GHOTKI,GHOTKI,TALUKA,Memorization/ Focus,6392,3283,3109,4836,2446,2390,1556,837,719
GHOTKI,GHOTKI,TALUKA,Self care etc,4394,2058,2336,3439,1594,1845,955,464,491
KHANGARH,GHOTKI,TALUKA,Population,162317,84174,78143,129670,67419,62251,32647,16755,15892
KHANGARH,GHOTKI,TALUKA,Disability,8503,4424,4079,7214,3735,3479,1289,689,600
KHANGARH,GHOTKI,TALUKA,Functional limitation,17665,8941,8724,14457,7334,7123,3208,1607,1601
KHANGARH,GHOTKI,TALUKA,Seeing,3527,1788,1739,2980,1510,1470,547,278,269
KHANGARH,GHOTKI,TALUKA,Hearing,3734,1893,1841,2992,1515,1477,742,378,364
KHANGARH,GHOTKI,TALUKA,Walking/ Climbing,5548,2922,2626,4606,2405,2201,942,517,425
KHANGARH,GHOTKI,TALUKA,Communication,2081,1129,952,1605,933,672,476,196,280
KHANGARH,GHOTKI,TALUKA,Memorization/ Focus,2595,1298,1297,2040,1006,1034,555,292,263
KHANGARH,GHOTKI,TALUKA,Self care etc,2087,1047,1040,1724,828,896,363,219,144
MIRPUR MATHELO,GHOTKI,TALUKA,Population,350639,181706,168933,275996,142827,133169,74643,38879,35764
MIRPUR MATHELO,GHOTKI,TALUKA,Disability,5118,2686,2432,4167,2242,1925,951,444,507
MIRPUR MATHELO,GHOTKI,TALUKA,Functional limitation,26435,13091,13344,20503,10197,10306,5932,2894,3038
MIRPUR MATHELO,GHOTKI,TALUKA,Seeing,5005,2435,2570,3935,1897,2038,1070,538,532
MIRPUR MATHELO,GHOTKI,TALUKA,Hearing,6016,2936,3080,4717,2278,2439,1299,658,641
MIRPUR MATHELO,GHOTKI,TALUKA,Walking/ Climbing,8553,4258,4295,6498,3272,3226,2055,986,1069
MIRPUR MATHELO,GHOTKI,TALUKA,Communication,3121,1787,1334,2530,1465,1065,591,322,269
MIRPUR MATHELO,GHOTKI,TALUKA,Memorization/ Focus,3854,2065,1789,3004,1619,1385,850,446,404
MIRPUR MATHELO,GHOTKI,TALUKA,Self care etc,2722,1330,1392,2156,1059,1097,566,271,295
UBAURO,GHOTKI,TALUKA,Population,371721,193456,178265,320740,167032,153708,50981,26424,24557
UBAURO,GHOTKI,TALUKA,Disability,4498,2206,2292,3822,1825,1997,676,381,295
UBAURO,GHOTKI,TALUKA,Functional limitation,26246,12815,13431,22308,10861,11447,3938,1954,1984
UBAURO,GHOTKI,TALUKA,Seeing,5040,2539,2501,4300,2170,2130,740,369,371
UBAURO,GHOTKI,TALUKA,Hearing,5748,2891,2857,4899,2469,2430,849,422,427
UBAURO,GHOTKI,TALUKA,Walking/ Climbing,8741,4507,4234,7407,3823,3584,1334,684,650
UBAURO,GHOTKI,TALUKA,Communication,2914,1430,1484,2498,1207,1291,416,223,193
UBAURO,GHOTKI,TALUKA,Memorization/ Focus,3939,1887,2052,3353,1593,1760,586,294,292
UBAURO,GHOTKI,TALUKA,Self care etc,2519,1139,1380,2155,970,1185,364,169,195
HYDERABAD,HYDERABAD,DISTRICT,Population,2432540,1289448,1143092,410161,216725,193436,2022379,1072723,949656
HYDERABAD,HYDERABAD,DISTRICT,Disability,70624,34652,35972,8580,4024,4556,62044,30628,31416
HYDERABAD,HYDERABAD,DISTRICT,Functional limitation,251880,130600,121280,35659,18030,17629,216221,112570,103651
HYDERABAD,HYDERABAD,DISTRICT,Seeing,47067,24979,22088,6428,3318,3110,40639,21661,18978
HYDERABAD,HYDERABAD,DISTRICT,Hearing,52496,27761,24735,7298,3747,3551,45198,24014,21184
HYDERABAD,HYDERABAD,DISTRICT,Walking/ Climbing,80108,41708,38400,11586,5727,5859,68522,35981,32541
HYDERABAD,HYDERABAD,DISTRICT,Communication,25553,13753,11800,3649,1961,1688,21904,11792,10112
HYDERABAD,HYDERABAD,DISTRICT,Memorization/ Focus,37525,19980,17545,5305,2861,2444,32220,17119,15101
HYDERABAD,HYDERABAD,DISTRICT,Self care etc,28881,14505,14376,4214,2115,2099,24667,12390,12277
HYDERABAD CITY,HYDERABAD,TALUKA,Population,778132,410519,367613,,,,778132,410519,367613
HYDERABAD CITY,HYDERABAD,TALUKA,Disability,26059,12745,13314,,,,26059,12745,13314
HYDERABAD CITY,HYDERABAD,TALUKA,Functional limitation,86860,45210,41650,,,,86860,45210,41650
HYDERABAD CITY,HYDERABAD,TALUKA,Seeing,15822,8462,7360,,,,15822,8462,7360
HYDERABAD CITY,HYDERABAD,TALUKA,Hearing,17405,9267,8138,,,,17405,9267,8138
HYDERABAD CITY,HYDERABAD,TALUKA,Walking/ Climbing,29132,15250,13882,,,,29132,15250,13882
HYDERABAD CITY,HYDERABAD,TALUKA,Communication,8811,4660,4151,,,,8811,4660,4151
HYDERABAD CITY,HYDERABAD,TALUKA,Memorization/ Focus,12844,6861,5983,,,,12844,6861,5983
HYDERABAD CITY,HYDERABAD,TALUKA,Self care etc,9907,5015,4892,,,,9907,5015,4892
HYDERABAD,HYDERABAD,TALUKA,Population,511265,270161,241104,410161,216725,193436,101104,53436,47668
HYDERABAD,HYDERABAD,TALUKA,Disability,10877,5056,5821,8580,4024,4556,2297,1032,1265
HYDERABAD,HYDERABAD,TALUKA,Functional limitation,45412,22965,22447,35659,18030,17629,9753,4935,4818
HYDERABAD,HYDERABAD,TALUKA,Seeing,8134,4220,3914,6428,3318,3110,1706,902,804
HYDERABAD,HYDERABAD,TALUKA,Hearing,9234,4760,4474,7298,3747,3551,1936,1013,923
HYDERABAD,HYDERABAD,TALUKA,Walking/ Climbing,14675,7348,7327,11586,5727,5859,3089,1621,1468
HYDERABAD,HYDERABAD,TALUKA,Communication,4553,2445,2108,3649,1961,1688,904,484,420
HYDERABAD,HYDERABAD,TALUKA,Memorization/ Focus,6814,3601,3213,5305,2861,2444,1509,740,769
HYDERABAD,HYDERABAD,TALUKA,Self care etc,5368,2630,2738,4214,2115,2099,1154,515,639
LATIFABAD,HYDERABAD,TALUKA,Population,800983,422516,378467,,,,800983,422516,378467
LATIFABAD,HYDERABAD,TALUKA,Disability,17233,8531,8702,,,,17233,8531,8702
LATIFABAD,HYDERABAD,TALUKA,Functional limitation,77790,40564,37226,,,,77790,40564,37226
LATIFABAD,HYDERABAD,TALUKA,Seeing,15502,8184,7318,,,,15502,8184,7318
LATIFABAD,HYDERABAD,TALUKA,Hearing,16554,8752,7802,,,,16554,8752,7802
LATIFABAD,HYDERABAD,TALUKA,Walking/ Climbing,25762,13481,12281,,,,25762,13481,12281
LATIFABAD,HYDERABAD,TALUKA,Communication,7041,3854,3187,,,,7041,3854,3187
LATIFABAD,HYDERABAD,TALUKA,Memorization/ Focus,11295,6040,5255,,,,11295,6040,5255
LATIFABAD,HYDERABAD,TALUKA,Self care etc,8371,4263,4108,,,,8371,4263,4108
QASIMABAD,HYDERABAD,TALUKA,Population,342160,186252,155908,,,,342160,186252,155908
QASIMABAD,HYDERABAD,TALUKA,Disability,16455,8320,8135,,,,16455,8320,8135
QASIMABAD,HYDERABAD,TALUKA,Functional limitation,41818,21861,19957,,,,41818,21861,19957
QASIMABAD,HYDERABAD,TALUKA,Seeing,7609,4113,3496,,,,7609,4113,3496
QASIMABAD,HYDERABAD,TALUKA,Hearing,9303,4982,4321,,,,9303,4982,4321
QASIMABAD,HYDERABAD,TALUKA,Walking/ Climbing,10539,5629,4910,,,,10539,5629,4910
QASIMABAD,HYDERABAD,TALUKA,Communication,5148,2794,2354,,,,5148,2794,2354
QASIMABAD,HYDERABAD,TALUKA,Memorization/ Focus,6572,3478,3094,,,,6572,3478,3094
QASIMABAD,HYDERABAD,TALUKA,Self care etc,5235,2597,2638,,,,5235,2597,2638
JACOBABAD,JACOBABAD,DISTRICT,Population,1174097,595896,578201,812180,411811,400369,361917,184085,177832
JACOBABAD,JACOBABAD,DISTRICT,Disability,25460,12737,12723,15795,8144,7651,9665,4593,5072
JACOBABAD,JACOBABAD,DISTRICT,Functional limitation,82546,43021,39525,54313,28599,25714,28233,14422,13811
JACOBABAD,JACOBABAD,DISTRICT,Seeing,16357,8612,7745,11229,5936,5293,5128,2676,2452
JACOBABAD,JACOBABAD,DISTRICT,Hearing,17384,9159,8225,11691,6221,5470,5693,2938,2755
JACOBABAD,JACOBABAD,DISTRICT,Walking/ Climbing,27889,14599,13290,18212,9663,8549,9677,4936,4741
JACOBABAD,JACOBABAD,DISTRICT,Communication,8824,4746,4078,5722,3071,2651,3102,1675,1427
JACOBABAD,JACOBABAD,DISTRICT,Memorization/ Focus,12728,6765,5963,8196,4360,3836,4532,2405,2127
JACOBABAD,JACOBABAD,DISTRICT,Self care etc,9012,4639,4373,5707,2993,2714,3305,1646,1659
GARHI KHAIRO,JACOBABAD,TALUKA,Population,193297,97130,96167,173290,86940,86350,20007,10190,9817
GARHI KHAIRO,JACOBABAD,TALUKA,Disability,7536,3999,3537,7244,3855,3389,292,144,148
GARHI KHAIRO,JACOBABAD,TALUKA,Functional limitation,16800,8779,8021,15627,8189,7438,1173,590,583
GARHI KHAIRO,JACOBABAD,TALUKA,Seeing,3468,1824,1644,3225,1690,1535,243,134,109
GARHI KHAIRO,JACOBABAD,TALUKA,Hearing,3531,1834,1697,3293,1710,1583,238,124,114
GARHI KHAIRO,JACOBABAD,TALUKA,Walking/ Climbing,5086,2705,2381,4707,2515,2192,379,190,189
GARHI KHAIRO,JACOBABAD,TALUKA,Communication,1972,1071,901,1869,1015,854,103,56,47
GARHI KHAIRO,JACOBABAD,TALUKA,Memorization/ Focus,2751,1470,1281,2512,1337,1175,239,133,106
GARHI KHAIRO,JACOBABAD,TALUKA,Self care etc,1963,1032,931,1825,972,853,138,60,78
JACOBABAD,JACOBABAD,TALUKA,Population,447647,227047,220600,228332,115772,112560,219315,111275,108040
JACOBABAD,JACOBABAD,TALUKA,Disability,11963,5665,6298,4094,2002,2092,7869,3663,4206
JACOBABAD,JACOBABAD,TALUKA,Functional limitation,34903,17721,17182,15205,7820,7385,19698,9901,9797
JACOBABAD,JACOBABAD,TALUKA,Seeing,6457,3318,3139,3090,1595,1495,3367,1723,1644
JACOBABAD,JACOBABAD,TALUKA,Hearing,7059,3636,3423,3313,1769,1544,3746,1867,1879
JACOBABAD,JACOBABAD,TALUKA,Walking/ Climbing,11597,5913,5684,4858,2534,2324,6739,3379,3360
JACOBABAD,JACOBABAD,TALUKA,Communication,3930,2044,1886,1757,889,868,2173,1155,1018
JACOBABAD,JACOBABAD,TALUKA,Memorization/ Focus,5344,2766,2578,2288,1172,1116,3056,1594,1462
JACOBABAD,JACOBABAD,TALUKA,Self care etc,3917,1955,1962,1527,776,751,2390,1179,1211
THUL,JACOBABAD,TALUKA,Population,533153,271719,261434,410558,209099,201459,122595,62620,59975
THUL,JACOBABAD,TALUKA,Disability,5961,3073,2888,4457,2287,2170,1504,786,718
THUL,JACOBABAD,TALUKA,Functional limitation,30843,16521,14322,23481,12590,10891,7362,3931,3431
THUL,JACOBABAD,TALUKA,Seeing,6432,3470,2962,4914,2651,2263,1518,819,699
THUL,JACOBABAD,TALUKA,Hearing,6794,3689,3105,5085,2742,2343,1709,947,762
THUL,JACOBABAD,TALUKA,Walking/ Climbing,11206,5981,5225,8647,4614,4033,2559,1367,1192
THUL,JACOBABAD,TALUKA,Communication,2922,1631,1291,2096,1167,929,826,464,362
THUL,JACOBABAD,TALUKA,Memorization/ Focus,4633,2529,2104,3396,1851,1545,1237,678,559
THUL,JACOBABAD,TALUKA,Self care etc,3132,1652,1480,2355,1245,1110,777,407,370
JAMSHORO,JAMSHORO,DISTRICT,Population,1117216,578059,539157,595470,309621,285849,521746,268438,253308
JAMSHORO,JAMSHORO,DISTRICT,Disability,24339,14186,10153,16001,9179,6822,8338,5007,3331
JAMSHORO,JAMSHORO,DISTRICT,Functional limitation,90757,47454,43303,50589,26521,24068,40168,20933,19235
JAMSHORO,JAMSHORO,DISTRICT,Seeing,17704,9243,8461,9742,5075,4667,7962,4168,3794
JAMSHORO,JAMSHORO,DISTRICT,Hearing,19309,9924,9385,10481,5396,5085,8828,4528,4300
JAMSHORO,JAMSHORO,DISTRICT,Walking/ Climbing,29126,15563,13563,15916,8520,7396,13210,7043,6167
JAMSHORO,JAMSHORO,DISTRICT,Communication,9206,5074,4132,5153,2864,2289,4053,2210,1843
JAMSHORO,JAMSHORO,DISTRICT,Memorization/ Focus,13586,7226,6360,7401,3965,3436,6185,3261,2924
JAMSHORO,JAMSHORO,DISTRICT,Self care etc,9964,5163,4801,5713,2964,2749,4251,2199,2052
KOTRI,JAMSHORO,TALUKA,Population,472003,244147,227856,107585,56586,50999,364418,187561,176857
KOTRI,JAMSHORO,TALUKA,Disability,7292,4421,2871,1591,963,628,5701,3458,2243
KOTRI,JAMSHORO,TALUKA,Functional limitation,35625,18707,16918,7626,4018,3608,27999,14689,13310
KOTRI,JAMSHORO,TALUKA,Seeing,6932,3652,3280,1419,740,679,5513,2912,2601
KOTRI,JAMSHORO,TALUKA,Hearing,7766,4018,3748,1606,829,777,6160,3189,2971
KOTRI,JAMSHORO,TALUKA,Walking/ Climbing,11587,6199,5388,2453,1309,1144,9134,4890,4244
KOTRI,JAMSHORO,TALUKA,Communication,3484,1915,1569,659,346,313,2825,1569,1256
KOTRI,JAMSHORO,TALUKA,Memorization/ Focus,5383,2879,2504,1084,569,515,4299,2310,1989
KOTRI,JAMSHORO,TALUKA,Self care etc,3775,1951,1824,812,424,388,2963,1527,1436
MANJHAND,JAMSHORO,TALUKA,Population,161794,84444,77350,140203,73517,66686,21591,10927,10664
MANJHAND,JAMSHORO,TALUKA,Disability,2955,1620,1335,2509,1418,1091,446,202,244
MANJHAND,JAMSHORO,TALUKA,Functional limitation,11960,6106,5854,10176,5272,4904,1784,834,950
MANJHAND,JAMSHORO,TALUKA,Seeing,2288,1149,1139,1892,969,923,396,180,216
MANJHAND,JAMSHORO,TALUKA,Hearing,2541,1247,1294,2091,1047,1044,450,200,250
MANJHAND,JAMSHORO,TALUKA,Walking/ Climbing,3872,1994,1878,3246,1685,1561,626,309,317
MANJHAND,JAMSHORO,TALUKA,Communication,1148,676,472,938,578,360,210,98,112
