name_admin_unit,part_of_district,admin_unit,religion,all_sexes_overall,female_overall,male_overall,tgend_overall,all_sexes_rural,female_rural,male_rural,tgend_rural,all_sexes_urban,female_urban,male_urban,tgend_urban
PANJGUR,PANJGUR,SUB-DIVISION,MUSLIM,389989,188268,201637,84,233441,115940,117480,21,156548,72328,84157,63
PANJGUR,PANJGUR,SUB-DIVISION,OTHERS,191,64,127,,131,50,81,,60,14,46,
PANJGUR,PANJGUR,SUB-DIVISION,PARSI,2,1,1,,,,,,2,1,1,
PANJGUR,PANJGUR,SUB-DIVISION,SCHEDULED CASTE,165,74,91,,17,7,10,,148,67,81,
PANJGUR,PANJGUR,SUB-DIVISION,SIKH,55,30,25,,25,15,10,,30,15,15,
PASNI,GWADAR,SUB-DIVISION,QADIANI/AHMADI,1,,1,,,,,,1,,1,
PASNI,GWADAR,SUB-DIVISION,CHRISTIAN,140,62,78,,34,14,20,,106,48,58,
PASNI,GWADAR,SUB-DIVISION,HINDU JATI,76,35,41,,2,1,1,,74,34,40,
PASNI,GWADAR,SUB-DIVISION,MUSLIM,73388,35345,38036,7,30118,14763,15353,2,43270,20582,22683,5
PASNI,GWADAR,SUB-DIVISION,OTHERS,520,267,253,,479,248,231,,41,19,22,
PASNI,GWADAR,SUB-DIVISION,PARSI,,,,,,,,,,,,
PASNI,GWADAR,SUB-DIVISION,SCHEDULED CASTE,1,,1,,,,,,1,,1,
PASNI,GWADAR,SUB-DIVISION,SIKH,2,2,,,1,1,,,1,1,,
PATKAIN,KHARAN,SUB-TEHSIL,QADIANI/AHMADI,,,,,,,,,,,,
PATKAIN,KHARAN,SUB-TEHSIL,CHRISTIAN,52,22,30,,52,22,30,,,,,
PATKAIN,KHARAN,SUB-TEHSIL,HINDU JATI,,,,,,,,,,,,
PATKAIN,KHARAN,SUB-TEHSIL,MUSLIM,20447,10134,10313,,20447,10134,10313,,,,,
PATKAIN,KHARAN,SUB-TEHSIL,OTHERS,,,,,,,,,,,,
PATKAIN,KHARAN,SUB-TEHSIL,PARSI,,,,,,,,,,,,
PATKAIN,KHARAN,SUB-TEHSIL,SCHEDULED CASTE,,,,,,,,,,,,
PATKAIN,KHARAN,SUB-TEHSIL,SIKH,,,,,,,,,,,,
PIR KOH,DERA BUGTI,SUB-TEHSIL,QADIANI/AHMADI,,,,,,,,,,,,
PIR KOH,DERA BUGTI,SUB-TEHSIL,CHRISTIAN,92,59,33,,92,59,33,,,,,
PIR KOH,DERA BUGTI,SUB-TEHSIL,HINDU JATI,,,,,,,,,,,,
PIR KOH,DERA BUGTI,SUB-TEHSIL,MUSLIM,44296,20471,23824,1,44296,20471,23824,1,,,,
PIR KOH,DERA BUGTI,SUB-TEHSIL,OTHERS,8,,8,,8,,8,,,,,
PIR KOH,DERA BUGTI,SUB-TEHSIL,PARSI,,,,,,,,,,,,
PIR KOH,DERA BUGTI,SUB-TEHSIL,SCHEDULED CASTE,,,,,,,,,,,,
PIR KOH,DERA BUGTI,SUB-TEHSIL,SIKH,,,,,,,,,,,,
PISHIN,PISHIN,DISTRICT,QADIANI/AHMADI,25,11,14,,19,9,10,,6,2,4,
PISHIN,PISHIN,DISTRICT,CHRISTIAN,2300,1154,1146,,1409,697,712,,891,457,434,
PISHIN,PISHIN,DISTRICT,HINDU JATI,54,27,27,,3,2,1,,51,25,26,
PISHIN,PISHIN,DISTRICT,MUSLIM,833041,407639,425380,22,590233,288605,301613,15,242808,119034,123767,7
PISHIN,PISHIN,DISTRICT,OTHERS,36,23,13,,18,12,6,,18,11,7,
PISHIN,PISHIN,DISTRICT,PARSI,7,4,3,,1,,1,,6,4,2,
PISHIN,PISHIN,DISTRICT,SCHEDULED CASTE,7,2,5,,5,1,4,,2,1,1,
PISHIN,PISHIN,DISTRICT,SIKH,12,2,9,1,9,2,7,,3,,2,1
PISHIN,PISHIN,SUB-DIVISION,QADIANI/AHMADI,5,1,4,,3,1,2,,2,,2,
PISHIN,PISHIN,SUB-DIVISION,CHRISTIAN,1137,579,558,,435,216,219,,702,363,339,
PISHIN,PISHIN,SUB-DIVISION,HINDU JATI,50,25,25,,,,,,50,25,25,
PISHIN,PISHIN,SUB-DIVISION,MUSLIM,324413,158834,165573,6,217544,107207,110336,1,106869,51627,55237,5
PISHIN,PISHIN,SUB-DIVISION,OTHERS,19,10,9,,5,3,2,,14,7,7,
PISHIN,PISHIN,SUB-DIVISION,PARSI,7,4,3,,1,,1,,6,4,2,
PISHIN,PISHIN,SUB-DIVISION,SCHEDULED CASTE,3,1,2,,2,,2,,1,1,,
PISHIN,PISHIN,SUB-DIVISION,SIKH,7,1,5,1,5,1,4,,2,,1,1
QADIRABAD,DERA BUGTI,SUB-DIVISION,QADIANI/AHMADI,,,,,,,,,,,,
QADIRABAD,DERA BUGTI,SUB-DIVISION,CHRISTIAN,35,15,20,,35,15,20,,,,,
QADIRABAD,DERA BUGTI,SUB-DIVISION,HINDU JATI,,,,,,,,,,,,
QADIRABAD,DERA BUGTI,SUB-DIVISION,MUSLIM,32178,13816,18362,,32178,13816,18362,,,,,
QADIRABAD,DERA BUGTI,SUB-DIVISION,OTHERS,12,4,8,,12,4,8,,,,,
QADIRABAD,DERA BUGTI,SUB-DIVISION,PARSI,,,,,,,,,,,,
QADIRABAD,DERA BUGTI,SUB-DIVISION,SCHEDULED CASTE,1,,1,,1,,1,,,,,
QADIRABAD,DERA BUGTI,SUB-DIVISION,SIKH,,,,,,,,,,,,
QUETTA,QUETTA,DISTRICT,QADIANI/AHMADI,191,80,111,,64,28,36,,127,52,75,
QUETTA,QUETTA,DISTRICT,CHRISTIAN,24884,12828,12054,2,3987,2058,1929,,20897,10770,10125,2
QUETTA,QUETTA,DISTRICT,HINDU JATI,5716,2821,2895,,384,163,221,,5332,2658,2674,
QUETTA,QUETTA,DISTRICT,MUSLIM,2239247,1090582,1148558,107,974456,474726,499702,28,1264791,615856,648856,79
QUETTA,QUETTA,DISTRICT,OTHERS,960,497,461,2,454,233,220,1,506,264,241,1
QUETTA,QUETTA,DISTRICT,PARSI,48,27,21,,2,1,1,,46,26,20,
QUETTA,QUETTA,DISTRICT,SCHEDULED CASTE,59,24,35,,25,6,19,,34,18,16,
QUETTA,QUETTA,DISTRICT,SIKH,185,72,113,,62,20,42,,123,52,71,
QUETTA,QUETTA,SUB-DIVISION_CITY,QADIANI/AHMADI,126,52,74,,13,6,7,,113,46,67,
QUETTA,QUETTA,SUB-DIVISION_CITY,CHRISTIAN,16429,8445,7982,2,1245,641,604,,15184,7804,7378,2
QUETTA,QUETTA,SUB-DIVISION_CITY,HINDU JATI,5312,2648,2664,,37,22,15,,5275,2626,2649,
QUETTA,QUETTA,SUB-DIVISION_CITY,MUSLIM,1115916,545128,570714,74,117205,58777,58423,5,998711,486351,512291,69
QUETTA,QUETTA,SUB-DIVISION_CITY,OTHERS,679,346,332,1,200,98,102,,479,248,230,1
QUETTA,QUETTA,SUB-DIVISION_CITY,PARSI,46,26,20,,,,,,46,26,20,
QUETTA,QUETTA,SUB-DIVISION_CITY,SCHEDULED CASTE,33,16,17,,1,,1,,32,16,16,
QUETTA,QUETTA,SUB-DIVISION_CITY,SIKH,79,36,43,,3,2,1,,76,34,42,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,QADIANI/AHMADI,,,,,,,,,,,,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,CHRISTIAN,21,12,9,,21,12,9,,,,,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,HINDU JATI,18,13,5,,18,13,5,,,,,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,MUSLIM,18136,9151,8984,1,18136,9151,8984,1,,,,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,OTHERS,,,,,,,,,,,,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,PARSI,,,,,,,,,,,,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,SCHEDULED CASTE,,,,,,,,,,,,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,SIKH,,,,,,,,,,,,
SAMBAZA,ZHOB,SUB-TEHSIL,QADIANI/AHMADI,,,,,,,,,,,,
SAMBAZA,ZHOB,SUB-TEHSIL,CHRISTIAN,114,32,82,,114,32,82,,,,,
SAMBAZA,ZHOB,SUB-TEHSIL,HINDU JATI,1,1,,,1,1,,,,,,
SAMBAZA,ZHOB,SUB-TEHSIL,MUSLIM,25028,9903,15123,2,25028,9903,15123,2,,,,
SAMBAZA,ZHOB,SUB-TEHSIL,OTHERS,4,3,1,,4,3,1,,,,,
SAMBAZA,ZHOB,SUB-TEHSIL,PARSI,,,,,,,,,,,,
SAMBAZA,ZHOB,SUB-TEHSIL,SCHEDULED CASTE,1,1,,,1,1,,,,,,
SAMBAZA,ZHOB,SUB-TEHSIL,SIKH,2,1,1,,2,1,1,,,,,
SANGAN,SIBI,SUB-TEHSIL,QADIANI/AHMADI,,,,,,,,,,,,
SANGAN,SIBI,SUB-TEHSIL,CHRISTIAN,6,3,3,,6,3,3,,,,,
SANGAN,SIBI,SUB-TEHSIL,HINDU JATI,,,,,,,,,,,,
SANGAN,SIBI,SUB-TEHSIL,MUSLIM,5425,2724,2701,,5425,2724,2701,,,,,
SANGAN,SIBI,SUB-TEHSIL,OTHERS,,,,,,,,,,,,
SANGAN,SIBI,SUB-TEHSIL,PARSI,,,,,,,,,,,,
SANGAN,SIBI,SUB-TEHSIL,SCHEDULED CASTE,,,,,,,,,,,,
SANGAN,SIBI,SUB-TEHSIL,SIKH,,,,,,,,,,,,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,QADIANI/AHMADI,,,,,,,,,,,,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,CHRISTIAN,21,14,7,,21,14,7,,,,,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,HINDU JATI,,,,,,,,,,,,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,MUSLIM,12502,5874,6628,,12502,5874,6628,,,,,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,OTHERS,,,,,,,,,,,,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,PARSI,,,,,,,,,,,,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,SCHEDULED CASTE,,,,,,,,,,,,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,SIKH,,,,,,,,,,,,
SANNI,KACHHI,SUB-DIVISION,QADIANI/AHMADI,4,3,1,,4,3,1,,,,,
SANNI,KACHHI,SUB-DIVISION,CHRISTIAN,613,281,332,,613,281,332,,,,,
SANNI,KACHHI,SUB-DIVISION,HINDU JATI,1531,666,864,1,1531,666,864,1,,,,
SANNI,KACHHI,SUB-DIVISION,MUSLIM,148639,68395,80225,19,148639,68395,80225,19,,,,
SANNI,KACHHI,SUB-DIVISION,OTHERS,12,5,7,,12,5,7,,,,,
SANNI,KACHHI,SUB-DIVISION,PARSI,,,,,,,,,,,,
SANNI,KACHHI,SUB-DIVISION,SCHEDULED CASTE,9,3,6,,9,3,6,,,,,
SANNI,KACHHI,SUB-DIVISION,SIKH,13,9,4,,13,9,4,,,,,
SAR KHARAN,KHARAN,SUB-DIVISION,QADIANI/AHMADI,3,,3,,3,,3,,,,,
SAR KHARAN,KHARAN,SUB-DIVISION,CHRISTIAN,310,159,151,,310,159,151,,,,,
SAR KHARAN,KHARAN,SUB-DIVISION,HINDU JATI,32,11,21,,32,11,21,,,,,
SAR KHARAN,KHARAN,SUB-DIVISION,MUSLIM,85659,39917,45737,5,85659,39917,45737,5,,,,
SAR KHARAN,KHARAN,SUB-DIVISION,OTHERS,3,1,2,,3,1,2,,,,,
SAR KHARAN,KHARAN,SUB-DIVISION,PARSI,1,1,,,1,1,,,,,,
SAR KHARAN,KHARAN,SUB-DIVISION,SCHEDULED CASTE,4,,4,,4,,4,,,,,
SAR KHARAN,KHARAN,SUB-DIVISION,SIKH,3,2,1,,3,2,1,,,,,
SARANAN,PISHIN,TEHSIL,QADIANI/AHMADI,3,1,2,,,,,,3,1,2,
SARANAN,PISHIN,TEHSIL,CHRISTIAN,94,42,52,,34,13,21,,60,29,31,
SARANAN,PISHIN,TEHSIL,HINDU JATI,,,,,,,,,,,,
SARANAN,PISHIN,TEHSIL,MUSLIM,65055,32289,32765,1,18608,9238,9370,,46447,23051,23395,1
SARANAN,PISHIN,TEHSIL,OTHERS,5,4,1,,3,2,1,,2,2,,
SARANAN,PISHIN,TEHSIL,PARSI,,,,,,,,,,,,
SARANAN,PISHIN,TEHSIL,SCHEDULED CASTE,,,,,,,,,,,,
SARANAN,PISHIN,TEHSIL,SIKH,,,,,,,,,,,,
SAROONA,KHUZDAR,SUB-TEHSIL,QADIANI/AHMADI,,,,,,,,,,,,
SAROONA,KHUZDAR,SUB-TEHSIL,CHRISTIAN,61,32,29,,61,32,29,,,,,
SAROONA,KHUZDAR,SUB-TEHSIL,HINDU JATI,50,24,26,,50,24,26,,,,,
SAROONA,KHUZDAR,SUB-TEHSIL,MUSLIM,36255,16207,20046,2,36255,16207,20046,2,,,,
SAROONA,KHUZDAR,SUB-TEHSIL,OTHERS,13,8,5,,13,8,5,,,,,
SAROONA,KHUZDAR,SUB-TEHSIL,PARSI,,,,,,,,,,,,
SAROONA,KHUZDAR,SUB-TEHSIL,SCHEDULED CASTE,,,,,,,,,,,,
SAROONA,KHUZDAR,SUB-TEHSIL,SIKH,1,1,,,1,1,,,,,,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,QADIANI/AHMADI,,,,,,,,,,,,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,CHRISTIAN,141,72,69,,141,72,69,,,,,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,HINDU JATI,,,,,,,,,,,,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,MUSLIM,66274,32627,33643,4,66274,32627,33643,4,,,,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,OTHERS,13,4,8,1,13,4,8,1,,,,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,PARSI,,,,,,,,,,,,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,SCHEDULED CASTE,2,,2,,2,,2,,,,,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,SIKH,5,1,3,1,5,1,3,1,,,,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,QADIANI/AHMADI,2,2,,,2,2,,,,,,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,CHRISTIAN,198,96,102,,198,96,102,,,,,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,HINDU JATI,3,1,2,,3,1,2,,,,,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,MUSLIM,58841,27040,31800,1,58841,27040,31800,1,,,,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,OTHERS,3,,3,,3,,3,,,,,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,PARSI,,,,,,,,,,,,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,SCHEDULED CASTE,2,1,1,,2,1,1,,,,,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,SIKH,12,5,7,,12,5,7,,,,,
SHAHRIG,HARNAI,TEHSIL,QADIANI/AHMADI,,,,,,,,,,,,
SHAHRIG,HARNAI,TEHSIL,CHRISTIAN,174,68,106,,48,18,30,,126,50,76,
SHAHRIG,HARNAI,TEHSIL,HINDU JATI,17,7,10,,,,,,17,7,10,
SHAHRIG,HARNAI,TEHSIL,MUSLIM,28807,11919,16888,,9798,4371,5427,,19009,7548,11461,
SHAHRIG,HARNAI,TEHSIL,OTHERS,5,,5,,1,,1,,4,,4,
SHAHRIG,HARNAI,TEHSIL,PARSI,1,,1,,1,,1,,,,,
SHAHRIG,HARNAI,TEHSIL,SCHEDULED CASTE,,,,,,,,,,,,
SHAHRIG,HARNAI,TEHSIL,SIKH,1,1,,,1,1,,,,,,
SHERANI,SHERANI,DISTRICT,QADIANI/AHMADI,9,1,8,,9,1,8,,,,,
SHERANI,SHERANI,DISTRICT,CHRISTIAN,604,302,301,1,604,302,301,1,,,,
SHERANI,SHERANI,DISTRICT,HINDU JATI,9,4,5,,9,4,5,,,,,
SHERANI,SHERANI,DISTRICT,MUSLIM,191037,86021,105011,5,191037,86021,105011,5,,,,
SHERANI,SHERANI,DISTRICT,OTHERS,5,1,4,,5,1,4,,,,,
SHERANI,SHERANI,DISTRICT,PARSI,,,,,,,,,,,,
SHERANI,SHERANI,DISTRICT,SCHEDULED CASTE,6,,6,,6,,6,,,,,
SHERANI,SHERANI,DISTRICT,SIKH,3,,3,,3,,3,,,,,
SHERANI,SHERANI,SUB-DIVISION,QADIANI/AHMADI,9,1,8,,9,1,8,,,,,
SHERANI,SHERANI,SUB-DIVISION,CHRISTIAN,604,302,301,1,604,302,301,1,,,,
SHERANI,SHERANI,SUB-DIVISION,HINDU JATI,9,4,5,,9,4,5,,,,,
SHERANI,SHERANI,SUB-DIVISION,MUSLIM,191037,86021,105011,5,191037,86021,105011,5,,,,
SHERANI,SHERANI,SUB-DIVISION,OTHERS,5,1,4,,5,1,4,,,,,
SHERANI,SHERANI,SUB-DIVISION,PARSI,,,,,,,,,,,,
SHERANI,SHERANI,SUB-DIVISION,SCHEDULED CASTE,6,,6,,6,,6,,,,,
SHERANI,SHERANI,SUB-DIVISION,SIKH,3,,3,,3,,3,,,,,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,QADIANI/AHMADI,11,10,1,,11,10,1,,,,,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,CHRISTIAN,117,57,60,,117,57,60,,,,,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,HINDU JATI,,,,,,,,,,,,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,MUSLIM,59119,28679,30440,,59119,28679,30440,,,,,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,OTHERS,8,3,5,,8,3,5,,,,,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,PARSI,,,,,,,,,,,,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,SCHEDULED CASTE,2,2,,,2,2,,,,,,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,SIKH,1,1,,,1,1,,,,,,
SIBI,SIBI,DISTRICT,QADIANI/AHMADI,5,,5,,5,,5,,,,,
SIBI,SIBI,DISTRICT,CHRISTIAN,1149,597,552,,510,259,251,,639,338,301,
SIBI,SIBI,DISTRICT,HINDU JATI,4233,2156,2077,,1080,564,516,,3153,1592,1561,
SIBI,SIBI,DISTRICT,MUSLIM,218698,106330,112363,5,153239,74074,79160,5,65459,32256,33203,
SIBI,SIBI,DISTRICT,OTHERS,42,17,25,,10,6,4,,32,11,21,
SIBI,SIBI,DISTRICT,PARSI,,,,,,,,,,,,
SIBI,SIBI,DISTRICT,SCHEDULED CASTE,19,9,10,,2,,2,,17,9,8,
SIBI,SIBI,DISTRICT,SIKH,2,1,1,,2,1,1,,,,,
SIBI,SIBI,SUB-DIVISION,QADIANI/AHMADI,3,,3,,3,,3,,,,,
SIBI,SIBI,SUB-DIVISION,CHRISTIAN,979,518,461,,340,180,160,,639,338,301,
SIBI,SIBI,SUB-DIVISION,HINDU JATI,3186,1612,1574,,33,20,13,,3153,1592,1561,
SIBI,SIBI,SUB-DIVISION,MUSLIM,150742,73107,77632,3,85283,40851,44429,3,65459,32256,33203,
SIBI,SIBI,SUB-DIVISION,OTHERS,42,17,25,,10,6,4,,32,11,21,
SIBI,SIBI,SUB-DIVISION,PARSI,,,,,,,,,,,,
SIBI,SIBI,SUB-DIVISION,SCHEDULED CASTE,17,9,8,,,,,,17,9,8,
SIBI,SIBI,SUB-DIVISION,SIKH,1,,1,,1,,1,,,,,
SINJAWI,ZIARAT,SUB-DIVISION,QADIANI/AHMADI,2,1,1,,,,,,2,1,1,
SINJAWI,ZIARAT,SUB-DIVISION,CHRISTIAN,319,166,153,,174,87,87,,145,79,66,
SINJAWI,ZIARAT,SUB-DIVISION,HINDU JATI,55,26,29,,2,,2,,53,26,27,
SINJAWI,ZIARAT,SUB-DIVISION,MUSLIM,110229,52936,57288,5,64895,30993,33898,4,45334,21943,23390,1
SINJAWI,ZIARAT,SUB-DIVISION,OTHERS,11,2,9,,9,2,7,,2,,2,
SINJAWI,ZIARAT,SUB-DIVISION,PARSI,,,,,,,,,,,,
SINJAWI,ZIARAT,SUB-DIVISION,SCHEDULED CASTE,2,,2,,1,,1,,1,,1,
SINJAWI,ZIARAT,SUB-DIVISION,SIKH,5,1,4,,3,1,2,,2,,2,
SOHBATPUR,SOHBATPUR,DISTRICT,QADIANI/AHMADI,3,1,2,,2,1,1,,1,,1,
SOHBATPUR,SOHBATPUR,DISTRICT,CHRISTIAN,499,265,234,,479,260,219,,20,5,15,
SOHBATPUR,SOHBATPUR,DISTRICT,HINDU JATI,1664,866,798,,672,340,332,,992,526,466,
SOHBATPUR,SOHBATPUR,DISTRICT,MUSLIM,237681,116986,120693,2,223990,110284,113704,2,13691,6702,6989,
SOHBATPUR,SOHBATPUR,DISTRICT,OTHERS,115,58,57,,105,53,52,,10,5,5,
SOHBATPUR,SOHBATPUR,DISTRICT,PARSI,,,,,,,,,,,,
SOHBATPUR,SOHBATPUR,DISTRICT,SCHEDULED CASTE,140,63,77,,126,57,69,,14,6,8,
SOHBATPUR,SOHBATPUR,DISTRICT,SIKH,4,2,2,,4,2,2,,,,,
SOHBATPUR,SOHBATPUR,SUB-DIVISION,QADIANI/AHMADI,2,,2,,1,,1,,1,,1,
SOHBATPUR,SOHBATPUR,SUB-DIVISION,CHRISTIAN,232,122,110,,212,117,95,,20,5,15,
SOHBATPUR,SOHBATPUR,SUB-DIVISION,HINDU JATI,1106,587,519,,114,61,53,,992,526,466,
SOHBATPUR,SOHBATPUR,SUB-DIVISION,MUSLIM,63416,31616,31799,1,49725,24914,24810,1,13691,6702,6989,
SOHBATPUR,SOHBATPUR,SUB-DIVISION,OTHERS,31,17,14,,21,12,9,,10,5,5,
SOHBATPUR,SOHBATPUR,SUB-DIVISION,PARSI,,,,,,,,,,,,
SOHBATPUR,SOHBATPUR,SUB-DIVISION,SCHEDULED CASTE,56,24,32,,42,18,24,,14,6,8,
SOHBATPUR,SOHBATPUR,SUB-DIVISION,SIKH,1,1,,,1,1,,,,,,
SONMIANI/WINDER,LASBELA,TEHSIL,QADIANI/AHMADI,5,2,3,,1,1,,,4,1,3,
SONMIANI/WINDER,LASBELA,TEHSIL,CHRISTIAN,203,113,90,,104,57,47,,99,56,43,
SONMIANI/WINDER,LASBELA,TEHSIL,HINDU JATI,2141,1070,1071,,178,87,91,,1963,983,980,
SONMIANI/WINDER,LASBELA,TEHSIL,MUSLIM,64755,32222,32532,1,31645,15862,15783,,33110,16360,16749,1
SONMIANI/WINDER,LASBELA,TEHSIL,OTHERS,93,44,49,,24,12,12,,69,32,37,
SONMIANI/WINDER,LASBELA,TEHSIL,PARSI,,,,,,,,,,,,
SONMIANI/WINDER,LASBELA,TEHSIL,SCHEDULED CASTE,794,378,416,,794,378,416,,,,,
SONMIANI/WINDER,LASBELA,TEHSIL,SIKH,,,,,,,,,,,,
SUB-DIVISION,QUETTA,KUCHLAK,QADIANI/AHMADI,42,19,23,,40,19,21,,2,,2,
SUB-DIVISION,QUETTA,KUCHLAK,CHRISTIAN,1843,932,911,,1161,573,588,,682,359,323,
SUB-DIVISION,QUETTA,KUCHLAK,HINDU JATI,48,7,41,,42,3,39,,6,4,2,
SUB-DIVISION,QUETTA,KUCHLAK,MUSLIM,261150,126531,134613,6,221365,107134,114227,4,39785,19397,20386,2
SUB-DIVISION,QUETTA,KUCHLAK,OTHERS,45,17,28,,43,16,27,,2,1,1,
SUB-DIVISION,QUETTA,KUCHLAK,PARSI,,,,,,,,,,,,
SUB-DIVISION,QUETTA,KUCHLAK,SCHEDULED CASTE,12,,12,,12,,12,,,,,
SUB-DIVISION,QUETTA,KUCHLAK,SIKH,15,2,13,,15,2,13,,,,,
SUB-DIVISION,QUETTA,SARIAB,QADIANI/AHMADI,9,1,8,,7,1,6,,2,,2,
SUB-DIVISION,QUETTA,SARIAB,CHRISTIAN,1398,732,666,,1316,685,631,,82,47,35,
SUB-DIVISION,QUETTA,SARIAB,HINDU JATI,303,140,163,,297,137,160,,6,3,3,
SUB-DIVISION,QUETTA,SARIAB,MUSLIM,559325,270511,288797,17,493589,238495,255077,17,65736,32016,33720,
SUB-DIVISION,QUETTA,SARIAB,OTHERS,174,99,74,1,170,97,72,1,4,2,2,
SUB-DIVISION,QUETTA,SARIAB,PARSI,1,,1,,1,,1,,,,,
SUB-DIVISION,QUETTA,SARIAB,SCHEDULED CASTE,10,4,6,,9,3,6,,1,1,,
SUB-DIVISION,QUETTA,SARIAB,SIKH,45,16,29,,44,16,28,,1,,1,
SUB-DIVISION SADDAR,QUETTA,TEHSIL,QADIANI/AHMADI,14,8,6,,4,2,2,,10,6,4,
SUB-DIVISION SADDAR,QUETTA,TEHSIL,CHRISTIAN,5166,2687,2479,,217,127,90,,4949,2560,2389,
SUB-DIVISION SADDAR,QUETTA,TEHSIL,HINDU JATI,53,26,27,,8,1,7,,45,25,20,
SUB-DIVISION SADDAR,QUETTA,TEHSIL,MUSLIM,281537,137729,143798,10,120978,59637,61339,2,160559,78092,82459,8
SUB-DIVISION SADDAR,QUETTA,TEHSIL,OTHERS,58,32,26,,37,19,18,,21,13,8,
SUB-DIVISION SADDAR,QUETTA,TEHSIL,PARSI,1,1,,,1,1,,,,,,
SUB-DIVISION SADDAR,QUETTA,TEHSIL,SCHEDULED CASTE,4,4,,,3,3,,,1,1,,
SUB-DIVISION SADDAR,QUETTA,TEHSIL,SIKH,46,18,28,,,,,,46,18,28,
SUB-TEHSIL,QUETTA,PANJPAI,QADIANI/AHMADI,,,,,,,,,,,,
SUB-TEHSIL,QUETTA,PANJPAI,CHRISTIAN,48,32,16,,48,32,16,,,,,
SUB-TEHSIL,QUETTA,PANJPAI,HINDU JATI,,,,,,,,,,,,
SUB-TEHSIL,QUETTA,PANJPAI,MUSLIM,21319,10683,10636,,21319,10683,10636,,,,,
SUB-TEHSIL,QUETTA,PANJPAI,OTHERS,4,3,1,,4,3,1,,,,,
SUB-TEHSIL,QUETTA,PANJPAI,PARSI,,,,,,,,,,,,
SUB-TEHSIL,QUETTA,PANJPAI,SCHEDULED CASTE,,,,,,,,,,,,
SUB-TEHSIL,QUETTA,PANJPAI,SIKH,,,,,,,,,,,,
SUI,DERA BUGTI,SUB-DIVISION,QADIANI/AHMADI,,,,,,,,,,,,
SUI,DERA BUGTI,SUB-DIVISION,CHRISTIAN,280,155,125,,88,50,38,,192,105,87,
SUI,DERA BUGTI,SUB-DIVISION,HINDU JATI,457,209,248,,22,6,16,,435,203,232,
SUI,DERA BUGTI,SUB-DIVISION,MUSLIM,125985,58132,67850,3,47048,20880,26166,2,78937,37252,41684,1
SUI,DERA BUGTI,SUB-DIVISION,OTHERS,2,1,1,,,,,,2,1,1,
SUI,DERA BUGTI,SUB-DIVISION,PARSI,,,,,,,,,,,,
SUI,DERA BUGTI,SUB-DIVISION,SCHEDULED CASTE,1,,1,,,,,,1,,1,
SUI,DERA BUGTI,SUB-DIVISION,SIKH,,,,,,,,,,,,
SUNTSER,GWADAR,SUB-TEHSIL,QADIANI/AHMADI,,,,,,,,,,,,
SUNTSER,GWADAR,SUB-TEHSIL,CHRISTIAN,47,24,23,,47,24,23,,,,,
SUNTSER,GWADAR,SUB-TEHSIL,HINDU JATI,,,,,,,,,,,,
