name_admin_unit,part_of_district,admin_unit,language,all_sexes_overall,female_overall,male_overall,tgend_overall,all_sexes_rural,female_rural,male_rural,tgend_rural,all_sexes_urban,female_urban,male_urban,tgend_urban
GOWARGO,PANJGUR,SUB-DIVISION,PUNJABI,1,1,,,1,1,,,,,,
GOWARGO,PANJGUR,SUB-DIVISION,PUSHTO,1,,1,,1,,1,,,,,
GOWARGO,PANJGUR,SUB-DIVISION,SARAIKI,,,,,,,,,,,,
GOWARGO,PANJGUR,SUB-DIVISION,SHINA,,,,,,,,,,,,
GOWARGO,PANJGUR,SUB-DIVISION,SINDHI,1,,1,,1,,1,,,,,
GOWARGO,PANJGUR,SUB-DIVISION,TOTAL,31718,14468,17247,3,31718,14468,17247,3,,,,
GOWARGO,PANJGUR,SUB-DIVISION,URDU,21,8,13,,21,8,13,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,BALOCHI,45839,21097,24738,4,45839,21097,24738,4,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,BALTI,,,,,,,,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,BRAHVI,23362,9996,13360,6,23362,9996,13360,6,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,HINDKO,72,32,40,,72,32,40,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,KALASHA,,,,,,,,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,KASHMIRI,24,16,8,,24,16,8,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,KOHIOSTANI,,,,,,,,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,MEWATI,1,1,,,1,1,,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,OTHERS,30,7,23,,30,7,23,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,PUNJABI,,,,,,,,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,PUSHTO,3,1,2,,3,1,2,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,SARAIKI,1,1,,,1,1,,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,SHINA,14,9,5,,14,9,5,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,SINDHI,297,129,168,,297,129,168,,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,TOTAL,69665,31300,38355,10,69665,31300,38355,10,,,,
GRESHA,KHUZDAR,SUB-TEHSIL,URDU,22,11,11,,22,11,11,,,,,
GRISANI,KOHLU,SUB-TEHSIL,BALOCHI,15135,7315,7820,,15135,7315,7820,,,,,
GRISANI,KOHLU,SUB-TEHSIL,BALTI,,,,,,,,,,,,
GRISANI,KOHLU,SUB-TEHSIL,BRAHVI,,,,,,,,,,,,
GRISANI,KOHLU,SUB-TEHSIL,HINDKO,,,,,,,,,,,,
GRISANI,KOHLU,SUB-TEHSIL,KALASHA,,,,,,,,,,,,
GRISANI,KOHLU,SUB-TEHSIL,KASHMIRI,14,8,6,,14,8,6,,,,,
GRISANI,KOHLU,SUB-TEHSIL,KOHIOSTANI,,,,,,,,,,,,
GRISANI,KOHLU,SUB-TEHSIL,MEWATI,,,,,,,,,,,,
GRISANI,KOHLU,SUB-TEHSIL,OTHERS,16,6,10,,16,6,10,,,,,
GRISANI,KOHLU,SUB-TEHSIL,PUNJABI,4,2,2,,4,2,2,,,,,
GRISANI,KOHLU,SUB-TEHSIL,PUSHTO,48,34,14,,48,34,14,,,,,
GRISANI,KOHLU,SUB-TEHSIL,SARAIKI,1,,1,,1,,1,,,,,
GRISANI,KOHLU,SUB-TEHSIL,SHINA,,,,,,,,,,,,
GRISANI,KOHLU,SUB-TEHSIL,SINDHI,2,1,1,,2,1,1,,,,,
GRISANI,KOHLU,SUB-TEHSIL,TOTAL,15246,7378,7868,,15246,7378,7868,,,,,
GRISANI,KOHLU,SUB-TEHSIL,URDU,26,12,14,,26,12,14,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,BALOCHI,940,433,507,,940,433,507,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,BALTI,,,,,,,,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,BRAHVI,652,326,326,,652,326,326,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,HINDKO,4,1,3,,4,1,3,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,KALASHA,,,,,,,,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,KASHMIRI,3,,3,,3,,3,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,KOHIOSTANI,,,,,,,,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,MEWATI,,,,,,,,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,OTHERS,10,6,3,1,10,6,3,1,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,PUNJABI,62,34,28,,62,34,28,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,PUSHTO,124702,59164,65530,8,124702,59164,65530,8,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,SARAIKI,9,3,6,,9,3,6,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,SHINA,,,,,,,,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,SINDHI,19,9,10,,19,9,10,,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,TOTAL,126474,60009,66456,9,126474,60009,66456,9,,,,
GULISTAN,KILLA ABDULLAH,SUB-DIVISION,URDU,73,33,40,,73,33,40,,,,,
GWADAR,GWADAR,DISTRICT,BALOCHI,295733,140379,155324,30,144935,69170,75751,14,150798,71209,79573,16
GWADAR,GWADAR,DISTRICT,BALTI,7,4,3,,,,,,7,4,3,
GWADAR,GWADAR,DISTRICT,BRAHVI,1064,454,610,,337,133,204,,727,321,406,
GWADAR,GWADAR,DISTRICT,HINDKO,224,96,128,,7,4,3,,217,92,125,
GWADAR,GWADAR,DISTRICT,KALASHA,,,,,,,,,,,,
GWADAR,GWADAR,DISTRICT,KASHMIRI,224,111,113,,62,36,26,,162,75,87,
GWADAR,GWADAR,DISTRICT,KOHIOSTANI,2,,2,,,,,,2,,2,
GWADAR,GWADAR,DISTRICT,MEWATI,3,1,2,,,,,,3,1,2,
GWADAR,GWADAR,DISTRICT,OTHERS,620,245,375,,94,42,52,,526,203,323,
GWADAR,GWADAR,DISTRICT,PUNJABI,1282,561,721,,49,14,35,,1233,547,686,
GWADAR,GWADAR,DISTRICT,PUSHTO,786,284,502,,101,35,66,,685,249,436,
GWADAR,GWADAR,DISTRICT,SARAIKI,313,72,241,,31,6,25,,282,66,216,
GWADAR,GWADAR,DISTRICT,SHINA,2,,2,,,,,,2,,2,
GWADAR,GWADAR,DISTRICT,SINDHI,1362,440,922,,385,134,251,,977,306,671,
GWADAR,GWADAR,DISTRICT,TOTAL,302831,143174,159626,31,146125,69639,76472,14,156706,73535,83154,17
GWADAR,GWADAR,DISTRICT,URDU,1209,527,681,1,124,65,59,,1085,462,622,1
GWADAR,GWADAR,SUB-DIVISION,BALOCHI,144011,68019,75977,15,75840,35723,40109,8,68171,32296,35868,7
GWADAR,GWADAR,SUB-DIVISION,BALTI,,,,,,,,,,,,
GWADAR,GWADAR,SUB-DIVISION,BRAHVI,948,419,529,,310,131,179,,638,288,350,
GWADAR,GWADAR,SUB-DIVISION,HINDKO,21,6,15,,7,4,3,,14,2,12,
GWADAR,GWADAR,SUB-DIVISION,KALASHA,,,,,,,,,,,,
GWADAR,GWADAR,SUB-DIVISION,KASHMIRI,106,49,57,,24,10,14,,82,39,43,
GWADAR,GWADAR,SUB-DIVISION,KOHIOSTANI,,,,,,,,,,,,
GWADAR,GWADAR,SUB-DIVISION,MEWATI,,,,,,,,,,,,
GWADAR,GWADAR,SUB-DIVISION,OTHERS,359,157,202,,82,34,48,,277,123,154,
GWADAR,GWADAR,SUB-DIVISION,PUNJABI,265,78,187,,44,11,33,,221,67,154,
GWADAR,GWADAR,SUB-DIVISION,PUSHTO,356,112,244,,84,31,53,,272,81,191,
GWADAR,GWADAR,SUB-DIVISION,SARAIKI,238,47,191,,22,5,17,,216,42,174,
GWADAR,GWADAR,SUB-DIVISION,SHINA,,,,,,,,,,,,
GWADAR,GWADAR,SUB-DIVISION,SINDHI,1033,347,686,,331,128,203,,702,219,483,
GWADAR,GWADAR,SUB-DIVISION,TOTAL,147673,69379,78278,16,76821,36113,40700,8,70852,33266,37578,8
GWADAR,GWADAR,SUB-DIVISION,URDU,336,145,190,1,77,36,41,,259,109,149,1
HAIR DIN,SOHBATPUR,TEHSIL,BALOCHI,12180,6087,6093,,12180,6087,6093,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,BALTI,,,,,,,,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,BRAHVI,2034,1053,981,,2034,1053,981,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,HINDKO,18,7,11,,18,7,11,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,KALASHA,,,,,,,,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,KASHMIRI,2,,2,,2,,2,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,KOHIOSTANI,,,,,,,,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,MEWATI,,,,,,,,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,OTHERS,,,,,,,,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,PUNJABI,1,1,,,1,1,,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,PUSHTO,2,1,1,,2,1,1,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,SARAIKI,746,389,357,,746,389,357,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,SHINA,37,15,22,,37,15,22,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,SINDHI,1869,898,971,,1869,898,971,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,TOTAL,16891,8452,8439,,16891,8452,8439,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,URDU,2,1,1,,2,1,1,,,,,
HARNAI,HARNAI,DISTRICT,BALOCHI,10470,4749,5721,,8063,3603,4460,,2407,1146,1261,
HARNAI,HARNAI,DISTRICT,BALTI,,,,,,,,,,,,
HARNAI,HARNAI,DISTRICT,BRAHVI,146,76,70,,1,1,,,145,75,70,
HARNAI,HARNAI,DISTRICT,HINDKO,73,37,36,,,,,,73,37,36,
HARNAI,HARNAI,DISTRICT,KALASHA,1,1,,,1,1,,,,,,
HARNAI,HARNAI,DISTRICT,KASHMIRI,8,2,6,,4,2,2,,4,,4,
HARNAI,HARNAI,DISTRICT,KOHIOSTANI,1,,1,,1,,1,,,,,
HARNAI,HARNAI,DISTRICT,MEWATI,,,,,,,,,,,,
HARNAI,HARNAI,DISTRICT,OTHERS,230,117,113,,136,66,70,,94,51,43,
HARNAI,HARNAI,DISTRICT,PUNJABI,701,328,372,1,12,4,8,,689,324,364,1
HARNAI,HARNAI,DISTRICT,PUSHTO,113843,53921,59919,3,85706,41702,44001,3,28137,12219,15918,
HARNAI,HARNAI,DISTRICT,SARAIKI,563,231,332,,10,6,4,,553,225,328,
HARNAI,HARNAI,DISTRICT,SHINA,,,,,,,,,,,,
HARNAI,HARNAI,DISTRICT,SINDHI,949,459,490,,145,66,79,,804,393,411,
HARNAI,HARNAI,DISTRICT,TOTAL,127571,60205,67362,4,94138,45481,48654,3,33433,14724,18708,1
HARNAI,HARNAI,DISTRICT,URDU,586,284,302,,59,30,29,,527,254,273,
HARNAI,HARNAI,SUB-DIVISION,BALOCHI,9156,4151,5005,,7499,3335,4164,,1657,816,841,
HARNAI,HARNAI,SUB-DIVISION,BALTI,,,,,,,,,,,,
HARNAI,HARNAI,SUB-DIVISION,BRAHVI,137,71,66,,1,1,,,136,70,66,
HARNAI,HARNAI,SUB-DIVISION,HINDKO,73,37,36,,,,,,73,37,36,
HARNAI,HARNAI,SUB-DIVISION,KALASHA,1,1,,,1,1,,,,,,
HARNAI,HARNAI,SUB-DIVISION,KASHMIRI,3,1,2,,3,1,2,,,,,
HARNAI,HARNAI,SUB-DIVISION,KOHIOSTANI,,,,,,,,,,,,
HARNAI,HARNAI,SUB-DIVISION,MEWATI,,,,,,,,,,,,
HARNAI,HARNAI,SUB-DIVISION,OTHERS,160,86,74,,71,35,36,,89,51,38,
HARNAI,HARNAI,SUB-DIVISION,PUNJABI,576,276,299,1,12,4,8,,564,272,291,1
HARNAI,HARNAI,SUB-DIVISION,PUSHTO,70406,35657,34746,3,59934,30410,29521,3,10472,5247,5225,
HARNAI,HARNAI,SUB-DIVISION,SARAIKI,157,57,100,,9,5,4,,148,52,96,
HARNAI,HARNAI,SUB-DIVISION,SHINA,,,,,,,,,,,,
HARNAI,HARNAI,SUB-DIVISION,SINDHI,806,403,403,,141,66,75,,665,337,328,
HARNAI,HARNAI,SUB-DIVISION,TOTAL,82001,41003,40994,4,67724,33884,33837,3,14277,7119,7157,1
HARNAI,HARNAI,SUB-DIVISION,URDU,526,263,263,,53,26,27,,473,237,236,
HOSHAB,KECH,SUB-TEHSIL,BALOCHI,66444,31552,34887,5,66444,31552,34887,5,,,,
HOSHAB,KECH,SUB-TEHSIL,BALTI,1,1,,,1,1,,,,,,
HOSHAB,KECH,SUB-TEHSIL,BRAHVI,3,1,2,,3,1,2,,,,,
HOSHAB,KECH,SUB-TEHSIL,HINDKO,1,1,,,1,1,,,,,,
HOSHAB,KECH,SUB-TEHSIL,KALASHA,,,,,,,,,,,,
HOSHAB,KECH,SUB-TEHSIL,KASHMIRI,47,29,18,,47,29,18,,,,,
HOSHAB,KECH,SUB-TEHSIL,KOHIOSTANI,,,,,,,,,,,,
HOSHAB,KECH,SUB-TEHSIL,MEWATI,,,,,,,,,,,,
HOSHAB,KECH,SUB-TEHSIL,OTHERS,11,7,4,,11,7,4,,,,,
HOSHAB,KECH,SUB-TEHSIL,PUNJABI,9,2,7,,9,2,7,,,,,
HOSHAB,KECH,SUB-TEHSIL,PUSHTO,7,3,4,,7,3,4,,,,,
HOSHAB,KECH,SUB-TEHSIL,SARAIKI,3,,3,,3,,3,,,,,
HOSHAB,KECH,SUB-TEHSIL,SHINA,,,,,,,,,,,,
HOSHAB,KECH,SUB-TEHSIL,SINDHI,,,,,,,,,,,,
HOSHAB,KECH,SUB-TEHSIL,TOTAL,66566,31615,34946,5,66566,31615,34946,5,,,,
HOSHAB,KECH,SUB-TEHSIL,URDU,40,19,21,,40,19,21,,,,,
HUB,LASBELA,SUB-DIVISION,BALOCHI,159481,78321,81156,4,33804,16934,16870,,125677,61387,64286,4
HUB,LASBELA,SUB-DIVISION,BALTI,,,,,,,,,,,,
HUB,LASBELA,SUB-DIVISION,BRAHVI,32905,16272,16632,1,2842,1392,1449,1,30063,14880,15183,
HUB,LASBELA,SUB-DIVISION,HINDKO,361,177,184,,150,81,69,,211,96,115,
HUB,LASBELA,SUB-DIVISION,KALASHA,17,7,10,,,,,,17,7,10,
HUB,LASBELA,SUB-DIVISION,KASHMIRI,109,60,49,,13,10,3,,96,50,46,
HUB,LASBELA,SUB-DIVISION,KOHIOSTANI,16,8,8,,,,,,16,8,8,
HUB,LASBELA,SUB-DIVISION,MEWATI,54,25,29,,38,19,19,,16,6,10,
HUB,LASBELA,SUB-DIVISION,OTHERS,894,450,444,,16,5,11,,878,445,433,
HUB,LASBELA,SUB-DIVISION,PUNJABI,1903,933,969,1,10,4,6,,1893,929,963,1
HUB,LASBELA,SUB-DIVISION,PUSHTO,10014,4779,5235,,15,6,9,,9999,4773,5226,
HUB,LASBELA,SUB-DIVISION,SARAIKI,3244,1596,1648,,35,16,19,,3209,1580,1629,
HUB,LASBELA,SUB-DIVISION,SHINA,33,15,18,,,,,,33,15,18,
HUB,LASBELA,SUB-DIVISION,SINDHI,23405,11414,11991,,826,422,404,,22579,10992,11587,
HUB,LASBELA,SUB-DIVISION,TOTAL,233443,114580,118856,7,37782,18908,18873,1,195661,95672,99983,6
HUB,LASBELA,SUB-DIVISION,URDU,1007,523,483,1,33,19,14,,974,504,469,1
HURRAM ZAI,PISHIN,SUB-DIVISION,BALOCHI,135,71,64,,116,64,52,,19,7,12,
HURRAM ZAI,PISHIN,SUB-DIVISION,BALTI,,,,,,,,,,,,
HURRAM ZAI,PISHIN,SUB-DIVISION,BRAHVI,,,,,,,,,,,,
HURRAM ZAI,PISHIN,SUB-DIVISION,HINDKO,,,,,,,,,,,,
HURRAM ZAI,PISHIN,SUB-DIVISION,KALASHA,,,,,,,,,,,,
HURRAM ZAI,PISHIN,SUB-DIVISION,KASHMIRI,19,12,7,,19,12,7,,,,,
HURRAM ZAI,PISHIN,SUB-DIVISION,KOHIOSTANI,,,,,,,,,,,,
HURRAM ZAI,PISHIN,SUB-DIVISION,MEWATI,,,,,,,,,,,,
HURRAM ZAI,PISHIN,SUB-DIVISION,OTHERS,6,3,3,,4,2,2,,2,1,1,
HURRAM ZAI,PISHIN,SUB-DIVISION,PUNJABI,39,17,22,,38,16,22,,1,1,,
HURRAM ZAI,PISHIN,SUB-DIVISION,PUSHTO,147581,73811,73769,1,104665,52483,52181,1,42916,21328,21588,
HURRAM ZAI,PISHIN,SUB-DIVISION,SARAIKI,16,8,8,,16,8,8,,,,,
HURRAM ZAI,PISHIN,SUB-DIVISION,SHINA,,,,,,,,,,,,
HURRAM ZAI,PISHIN,SUB-DIVISION,SINDHI,11,9,2,,10,8,2,,1,1,,
HURRAM ZAI,PISHIN,SUB-DIVISION,TOTAL,147844,73947,73896,1,104899,52607,52291,1,42945,21340,21605,
HURRAM ZAI,PISHIN,SUB-DIVISION,URDU,37,16,21,,31,14,17,,6,2,4,
JAFFARABAD,JAFFARABAD,DISTRICT,BALOCHI,308633,150979,157651,3,236188,115636,120550,2,72445,35343,37101,1
JAFFARABAD,JAFFARABAD,DISTRICT,BALTI,,,,,,,,,,,,
JAFFARABAD,JAFFARABAD,DISTRICT,BRAHVI,71750,35790,35960,,63676,31818,31858,,8074,3972,4102,
JAFFARABAD,JAFFARABAD,DISTRICT,HINDKO,1046,579,467,,763,432,331,,283,147,136,
JAFFARABAD,JAFFARABAD,DISTRICT,KALASHA,17,10,7,,17,10,7,,,,,
JAFFARABAD,JAFFARABAD,DISTRICT,KASHMIRI,192,78,114,,134,55,79,,58,23,35,
JAFFARABAD,JAFFARABAD,DISTRICT,KOHIOSTANI,,,,,,,,,,,,
JAFFARABAD,JAFFARABAD,DISTRICT,MEWATI,3,1,2,,3,1,2,,,,,
JAFFARABAD,JAFFARABAD,DISTRICT,OTHERS,2072,1027,1045,,1246,631,615,,826,396,430,
JAFFARABAD,JAFFARABAD,DISTRICT,PUNJABI,752,393,359,,131,67,64,,621,326,295,
JAFFARABAD,JAFFARABAD,DISTRICT,PUSHTO,2207,1115,1092,,1035,535,500,,1172,580,592,
JAFFARABAD,JAFFARABAD,DISTRICT,SARAIKI,91835,46000,45834,1,62645,31347,31298,,29190,14653,14536,1
JAFFARABAD,JAFFARABAD,DISTRICT,SHINA,69,35,34,,16,9,7,,53,26,27,
JAFFARABAD,JAFFARABAD,DISTRICT,SINDHI,114911,56615,58290,6,65045,32082,32963,,49866,24533,25327,6
JAFFARABAD,JAFFARABAD,DISTRICT,TOTAL,594558,293177,301370,11,431165,212743,218419,3,163393,80434,82951,8
JAFFARABAD,JAFFARABAD,DISTRICT,URDU,1071,555,515,1,266,120,145,1,805,435,370,
JAHEEN PAROME,PANJGUR,TEHSIL,BALOCHI,30941,15129,15810,2,30941,15129,15810,2,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,BALTI,,,,,,,,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,BRAHVI,1,,1,,1,,1,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,HINDKO,2,1,1,,2,1,1,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,KALASHA,,,,,,,,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,KASHMIRI,82,26,56,,82,26,56,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,KOHIOSTANI,2,1,1,,2,1,1,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,MEWATI,,,,,,,,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,OTHERS,27,8,19,,27,8,19,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,PUNJABI,1,,1,,1,,1,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,PUSHTO,7,1,5,1,7,1,5,1,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,SARAIKI,35,5,29,1,35,5,29,1,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,SHINA,,,,,,,,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,SINDHI,2,,2,,2,,2,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,TOTAL,31113,15178,15931,4,31113,15178,15931,4,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,URDU,13,7,6,,13,7,6,,,,,
JHAL JAO,AWARAN,TEHSIL,BALOCHI,28102,13693,14406,3,28102,13693,14406,3,,,,
JHAL JAO,AWARAN,TEHSIL,BALTI,,,,,,,,,,,,
JHAL JAO,AWARAN,TEHSIL,BRAHVI,,,,,,,,,,,,
JHAL JAO,AWARAN,TEHSIL,HINDKO,,,,,,,,,,,,
JHAL JAO,AWARAN,TEHSIL,KALASHA,,,,,,,,,,,,
JHAL JAO,AWARAN,TEHSIL,KASHMIRI,13,7,6,,13,7,6,,,,,
JHAL JAO,AWARAN,TEHSIL,KOHIOSTANI,,,,,,,,,,,,
JHAL JAO,AWARAN,TEHSIL,MEWATI,,,,,,,,,,,,
JHAL JAO,AWARAN,TEHSIL,OTHERS,,,,,,,,,,,,
JHAL JAO,AWARAN,TEHSIL,PUNJABI,2,1,1,,2,1,1,,,,,
JHAL JAO,AWARAN,TEHSIL,PUSHTO,,,,,,,,,,,,
JHAL JAO,AWARAN,TEHSIL,SARAIKI,,,,,,,,,,,,
JHAL JAO,AWARAN,TEHSIL,SHINA,,,,,,,,,,,,
JHAL JAO,AWARAN,TEHSIL,SINDHI,,,,,,,,,,,,
JHAL JAO,AWARAN,TEHSIL,TOTAL,28132,13709,14420,3,28132,13709,14420,3,,,,
JHAL JAO,AWARAN,TEHSIL,URDU,15,8,7,,15,8,7,,,,,
JHAL MAGSI,JHAL MAGSI,DISTRICT,BALOCHI,153395,74626,78758,11,141177,68502,72664,11,12218,6124,6094,
JHAL MAGSI,JHAL MAGSI,DISTRICT,BALTI,,,,,,,,,,,,
JHAL MAGSI,JHAL MAGSI,DISTRICT,BRAHVI,4243,2084,2159,,4165,2045,2120,,78,39,39,
JHAL MAGSI,JHAL MAGSI,DISTRICT,HINDKO,72,38,34,,39,19,20,,33,19,14,
JHAL MAGSI,JHAL MAGSI,DISTRICT,KALASHA,,,,,,,,,,,,
JHAL MAGSI,JHAL MAGSI,DISTRICT,KASHMIRI,99,50,49,,96,49,47,,3,1,2,
JHAL MAGSI,JHAL MAGSI,DISTRICT,KOHIOSTANI,,,,,,,,,,,,
JHAL MAGSI,JHAL MAGSI,DISTRICT,MEWATI,,,,,,,,,,,,
JHAL MAGSI,JHAL MAGSI,DISTRICT,OTHERS,92,36,56,,89,36,53,,3,,3,
JHAL MAGSI,JHAL MAGSI,DISTRICT,PUNJABI,22,7,15,,16,5,11,,6,2,4,
JHAL MAGSI,JHAL MAGSI,DISTRICT,PUSHTO,322,146,176,,189,80,109,,133,66,67,
JHAL MAGSI,JHAL MAGSI,DISTRICT,SARAIKI,11716,5877,5839,,11549,5786,5763,,167,91,76,
JHAL MAGSI,JHAL MAGSI,DISTRICT,SHINA,,,,,,,,,,,,
JHAL MAGSI,JHAL MAGSI,DISTRICT,SINDHI,33218,16982,16234,2,21782,10723,11059,,11436,6259,5175,2
JHAL MAGSI,JHAL MAGSI,DISTRICT,TOTAL,203368,99933,103422,13,179238,87315,91912,11,24130,12618,11510,2
JHAL MAGSI,JHAL MAGSI,DISTRICT,URDU,189,87,102,,136,70,66,,53,17,36,
JHAL MAGSI,JHAL MAGSI,TEHSIL,BALOCHI,106123,51053,55059,11,106123,51053,55059,11,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,BALTI,,,,,,,,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,BRAHVI,327,179,148,,327,179,148,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,HINDKO,22,11,11,,22,11,11,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,KALASHA,,,,,,,,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,KASHMIRI,65,27,38,,65,27,38,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,KOHIOSTANI,,,,,,,,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,MEWATI,,,,,,,,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,OTHERS,85,35,50,,85,35,50,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,PUNJABI,13,5,8,,13,5,8,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,PUSHTO,185,79,106,,185,79,106,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,SARAIKI,1666,801,865,,1666,801,865,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,SHINA,,,,,,,,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,SINDHI,7970,3939,4031,,7970,3939,4031,,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,TOTAL,116528,56160,60357,11,116528,56160,60357,11,,,,
JHAL MAGSI,JHAL MAGSI,TEHSIL,URDU,72,31,41,,72,31,41,,,,,
JHAT PAT,JAFFARABAD,SUB-DIVISION,BALOCHI,188011,91279,96729,3,129932,63152,66778,2,58079,28127,29951,1
JHAT PAT,JAFFARABAD,SUB-DIVISION,BALTI,,,,,,,,,,,,
JHAT PAT,JAFFARABAD,SUB-DIVISION,BRAHVI,31374,15701,15673,,28296,14202,14094,,3078,1499,1579,
JHAT PAT,JAFFARABAD,SUB-DIVISION,HINDKO,619,345,274,,356,207,149,,263,138,125,
JHAT PAT,JAFFARABAD,SUB-DIVISION,KALASHA,,,,,,,,,,,,
JHAT PAT,JAFFARABAD,SUB-DIVISION,KASHMIRI,124,48,76,,89,37,52,,35,11,24,
JHAT PAT,JAFFARABAD,SUB-DIVISION,KOHIOSTANI,,,,,,,,,,,,
JHAT PAT,JAFFARABAD,SUB-DIVISION,MEWATI,,,,,,,,,,,,
JHAT PAT,JAFFARABAD,SUB-DIVISION,OTHERS,1333,673,660,,825,412,413,,508,261,247,
JHAT PAT,JAFFARABAD,SUB-DIVISION,PUNJABI,390,187,203,,70,40,30,,320,147,173,
JHAT PAT,JAFFARABAD,SUB-DIVISION,PUSHTO,1273,643,630,,634,329,305,,639,314,325,
JHAT PAT,JAFFARABAD,SUB-DIVISION,SARAIKI,34493,17133,17360,,25293,12576,12717,,9200,4557,4643,
JHAT PAT,JAFFARABAD,SUB-DIVISION,SHINA,58,28,30,,5,2,3,,53,26,27,
JHAT PAT,JAFFARABAD,SUB-DIVISION,SINDHI,44211,21730,22480,1,18072,9043,9029,,26139,12687,13451,1
JHAT PAT,JAFFARABAD,SUB-DIVISION,TOTAL,302498,148084,154409,5,203737,100069,103665,3,98761,48015,50744,2
JHAT PAT,JAFFARABAD,SUB-DIVISION,URDU,612,317,294,1,165,69,95,1,447,248,199,
JIWANI,GWADAR,TEHSIL,BALOCHI,34743,16423,18314,6,9601,5040,4559,2,25142,11383,13755,4
JIWANI,GWADAR,TEHSIL,BALTI,,,,,,,,,,,,
JIWANI,GWADAR,TEHSIL,BRAHVI,21,4,17,,14,2,12,,7,2,5,
